ins_id,age,agency,agency_type,commision,destination,distribution_channel,duration,gender,net_sales,product_name,claim
31641,48.0,ART,Airlines,12.09,PHILIPPINES,Online,18.0,M,34.53,24 Protect,0.0
38117,47.0,C2B,Airlines,18.0,SINGAPORE,Online,21.0,F,72.0,Silver Plan,1.0
49736,21.0,JZI,Airlines,57.4,UNITED STATES,Online,75.0,F,164.0,Value Plan,0.0
63206,30.0,C2B,Airlines,15.0,SINGAPORE,Online,27.0,F,60.0,Bronze Plan,1.0
58977,45.0,C2B,Airlines,54.0,SINGAPORE,Online,372.0,M,216.0,Annual Silver Plan,0.0
10941,48.0,ART,Airlines,6.96,THAILAND,Online,7.0,M,19.88,24 Protect,0.0
1918,118.0,JWT,Airlines,12.4,INDIA,Online,24.0,M,31.0,Value Plan,0.0
20770,32.0,C2B,Airlines,4.88,SINGAPORE,Online,1.0,F,19.5,Silver Plan,0.0
40894,38.0,CCR,Travel Agency,9.57,THAILAND,Offline,76.0,M,29.0,Comprehensive Plan,0.0
43052,54.0,C2B,Airlines,11.38,SINGAPORE,Online,41.0,M,45.5,Bronze Plan,1.0
8508,43.0,JZI,Airlines,9.1,AUSTRALIA,Online,8.0,F,26.0,Basic Plan,0.0
51109,59.0,JZI,Airlines,7.7,THAILAND,Online,66.0,M,22.0,Basic Plan,0.0
52619,34.0,C2B,Airlines,12.13,SINGAPORE,Online,15.0,F,48.5,Silver Plan,1.0
52082,63.0,TST,Travel Agency,10.5,MALAYSIA,Offline,17.0,F,30.0,Travel Cruise Protect,0.0
57909,28.0,CCR,Travel Agency,9.57,MALAYSIA,Offline,10.0,M,29.0,Comprehensive Plan,0.0
30162,55.0,C2B,Airlines,63.21,SINGAPORE,Online,398.0,F,252.85,Annual Silver Plan,1.0
46293,29.0,C2B,Airlines,48.3,SINGAPORE,Online,381.0,F,193.2,Annual Silver Plan,1.0
21957,44.0,C2B,Airlines,46.96,SINGAPORE,Online,366.0,F,187.85,Annual Silver Plan,1.0
42641,28.0,C2B,Airlines,6.5,SINGAPORE,Online,41.0,M,26.0,Bronze Plan,1.0
50485,48.0,KML,Travel Agency,35.34,INDONESIA,Online,21.0,M,93.0,Premier Plan,0.0
27738,48.0,ART,Airlines,1.7,PHILIPPINES,Online,1.0,M,4.87,24 Protect,0.0
40054,44.0,JZI,Airlines,58.45,GERMANY,Online,36.0,M,167.0,Value Plan,0.0
10158,39.0,JZI,Airlines,9.1,CHINA,Online,24.0,F,26.0,Basic Plan,0.0
47590,18.0,C2B,Airlines,22.0,SINGAPORE,Online,14.0,F,88.0,Gold Plan,0.0
39694,29.0,C2B,Airlines,4.0,SINGAPORE,Online,6.0,M,16.0,Bronze Plan,0.0
32193,33.0,C2B,Airlines,7.38,SINGAPORE,Online,11.0,M,29.5,Bronze Plan,1.0
33237,42.0,C2B,Airlines,12.38,SINGAPORE,Online,17.0,F,49.5,Silver Plan,0.0
13202,32.0,C2B,Airlines,8.5,SINGAPORE,Online,8.0,F,34.0,Bronze Plan,0.0
52368,35.0,JZI,Airlines,6.3,PHILIPPINES,Online,9.0,F,18.0,Basic Plan,0.0
48171,60.0,JZI,Airlines,7.7,LAO PEOPLE'S DEMOCRATIC REPUBLIC,Online,26.0,M,22.0,Basic Plan,0.0
45546,38.0,C2B,Airlines,10.0,SINGAPORE,Online,7.0,M,40.0,Bronze Plan,0.0
42576,48.0,JZI,Airlines,15.75,JAPAN,Online,46.0,M,45.0,Value Plan,0.0
24516,36.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,1.0,M,15.0,Value Plan,0.0
40540,25.0,JZI,Airlines,6.3,INDONESIA,Online,9.0,F,18.0,Basic Plan,0.0
30694,28.0,C2B,Airlines,4.63,SINGAPORE,Online,9.0,M,18.5,Silver Plan,1.0
60004,63.0,TST,Travel Agency,10.5,MALAYSIA,Offline,12.0,M,30.0,Travel Cruise Protect,0.0
9655,34.0,JZI,Airlines,6.3,PHILIPPINES,Online,14.0,F,18.0,Basic Plan,0.0
23316,22.0,ADM,Travel Agency,36.1,FRANCE,Online,49.0,F,0.0,Value Plan,0.0
33437,30.0,C2B,Airlines,6.13,SINGAPORE,Online,18.0,M,24.5,Silver Plan,1.0
36591,57.0,C2B,Airlines,3.75,SINGAPORE,Online,3.0,M,15.0,Silver Plan,0.0
24167,32.0,C2B,Airlines,63.21,SINGAPORE,Online,368.0,M,252.85,Annual Silver Plan,1.0
46078,33.0,C2B,Airlines,6.75,SINGAPORE,Online,29.0,F,27.0,Silver Plan,1.0
33212,21.0,C2B,Airlines,5.88,SINGAPORE,Online,9.0,F,23.5,Bronze Plan,0.0
26368,30.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
50036,48.0,KML,Travel Agency,32.68,SWITZERLAND,Online,8.0,M,86.0,Premier Plan,1.0
24935,40.0,JZI,Airlines,6.3,MYANMAR,Online,9.0,M,18.0,Basic Plan,0.0
36405,28.0,C2B,Airlines,5.88,SINGAPORE,Online,28.0,M,23.5,Bronze Plan,1.0
38105,21.0,C2B,Airlines,3.38,SINGAPORE,Online,6.0,F,13.5,Bronze Plan,0.0
56116,31.0,C2B,Airlines,15.0,SINGAPORE,Online,19.0,F,60.0,Bronze Plan,1.0
49182,29.0,C2B,Airlines,15.5,SINGAPORE,Online,73.0,F,62.0,Silver Plan,1.0
30999,69.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,7.0,M,15.0,Value Plan,1.0
5275,118.0,JWT,Airlines,31.2,INDIA,Online,4.0,F,78.0,Value Plan,0.0
56808,56.0,LWC,Travel Agency,28.6,JAPAN,Online,93.0,F,44.0,Single Trip Travel Protect Gold,0.0
7448,52.0,JZI,Airlines,11.55,INDONESIA,Online,41.0,F,33.0,Basic Plan,0.0
40210,45.0,JZI,Airlines,15.75,CHINA,Online,8.0,M,45.0,Value Plan,1.0
59340,44.0,JZI,Airlines,6.3,MALAYSIA,Online,6.0,M,18.0,Basic Plan,0.0
30141,48.0,ART,Airlines,2.89,THAILAND,Online,11.0,M,8.26,24 Protect,0.0
29197,54.0,JZI,Airlines,12.25,HONG KONG,Online,8.0,M,35.0,Basic Plan,0.0
6383,43.0,JZI,Airlines,9.1,HONG KONG,Online,36.0,F,26.0,Basic Plan,0.0
52601,52.0,C2B,Airlines,5.0,SINGAPORE,Online,11.0,F,20.0,Bronze Plan,0.0
33794,53.0,C2B,Airlines,57.13,SINGAPORE,Online,104.0,F,228.5,Silver Plan,1.0
57725,61.0,TST,Travel Agency,10.5,THAILAND,Offline,13.0,M,30.0,Travel Cruise Protect,0.0
27874,39.0,JZI,Airlines,12.95,INDONESIA,Online,45.0,F,37.0,Basic Plan,0.0
55576,43.0,C2B,Airlines,59.88,SINGAPORE,Online,367.0,M,239.5,Annual Gold Plan,1.0
14577,35.0,JZI,Airlines,57.4,UNITED STATES,Online,113.0,F,164.0,Value Plan,1.0
45543,30.0,C2B,Airlines,4.8,SINGAPORE,Online,20.0,F,19.2,Bronze Plan,0.0
46492,32.0,C2B,Airlines,8.38,SINGAPORE,Online,32.0,F,33.5,Bronze Plan,0.0
32696,26.0,C2B,Airlines,18.13,SINGAPORE,Online,40.0,M,72.5,Bronze Plan,1.0
50036,48.0,KML,Travel Agency,32.68,SWITZERLAND,Online,8.0,M,86.0,Premier Plan,1.0
33985,37.0,C2B,Airlines,10.38,SINGAPORE,Online,13.0,M,41.5,Silver Plan,0.0
55881,37.0,JZI,Airlines,19.6,CHINA,Online,49.0,M,56.0,Basic Plan,0.0
21957,44.0,C2B,Airlines,46.96,SINGAPORE,Online,366.0,F,187.85,Annual Silver Plan,1.0
34925,26.0,C2B,Airlines,8.38,SINGAPORE,Online,9.0,M,33.5,Silver Plan,0.0
35635,62.0,JZI,Airlines,12.25,AUSTRALIA,Online,82.0,M,35.0,Basic Plan,0.0
34889,28.0,LWC,Travel Agency,6.75,CHINA,Online,3.0,F,0.0,Single Trip Travel Protect Silver,0.0
61867,39.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,M,216.0,Annual Silver Plan,1.0
25871,31.0,C2B,Airlines,63.21,SINGAPORE,Online,380.0,F,252.85,Annual Silver Plan,1.0
17302,51.0,C2B,Airlines,6.01,SINGAPORE,Online,5.0,M,24.05,Silver Plan,0.0
61836,42.0,C2B,Airlines,5.0,SINGAPORE,Online,9.0,F,20.0,Bronze Plan,1.0
53563,118.0,ART,Airlines,10.15,INDONESIA,Online,36.0,F,29.0,Value Plan,1.0
61424,41.0,C2B,Airlines,6.75,SINGAPORE,Online,17.0,F,27.0,Bronze Plan,1.0
28771,31.0,C2B,Airlines,12.25,SINGAPORE,Online,10.0,M,49.0,Gold Plan,0.0
62958,50.0,C2B,Airlines,6.0,SINGAPORE,Online,21.0,M,24.0,Bronze Plan,1.0
42194,29.0,C2B,Airlines,8.38,SINGAPORE,Online,43.0,M,33.5,Bronze Plan,1.0
47797,30.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,M,216.0,Annual Silver Plan,0.0
56130,84.0,C2B,Airlines,54.0,SINGAPORE,Online,389.0,F,216.0,Annual Silver Plan,0.0
32830,32.0,JZI,Airlines,10.5,THAILAND,Online,48.0,F,30.0,Basic Plan,0.0
33354,118.0,JWT,Airlines,20.0,INDIA,Online,10.0,M,50.0,Value Plan,1.0
50765,58.0,C2B,Airlines,5.25,SINGAPORE,Online,51.0,F,21.0,Bronze Plan,1.0
21156,39.0,JZI,Airlines,30.45,GERMANY,Online,44.0,M,87.0,Value Plan,0.0
59151,37.0,C2B,Airlines,5.25,SINGAPORE,Online,3.0,F,21.0,Bronze Plan,0.0
16579,21.0,C2B,Airlines,6.38,SINGAPORE,Online,11.0,F,25.5,Bronze Plan,0.0
44051,33.0,C2B,Airlines,15.0,SINGAPORE,Online,53.0,F,60.0,Bronze Plan,1.0
40210,45.0,JZI,Airlines,15.75,CHINA,Online,8.0,M,45.0,Value Plan,1.0
5782,44.0,CCR,Travel Agency,9.57,THAILAND,Offline,131.0,F,29.0,Comprehensive Plan,0.0
33232,45.0,C2B,Airlines,10.38,SINGAPORE,Online,11.0,M,41.5,Silver Plan,0.0
44197,63.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,18.0,M,0.0,Value Plan,0.0
54332,36.0,C2B,Airlines,4.0,SINGAPORE,Online,4.0,M,16.0,Bronze Plan,0.0
33193,31.0,C2B,Airlines,2.88,SINGAPORE,Online,3.0,F,11.5,Bronze Plan,0.0
47413,71.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,F,216.0,Annual Silver Plan,0.0
33638,25.0,C2B,Airlines,25.13,SINGAPORE,Online,51.0,F,100.5,Silver Plan,1.0
33797,36.0,C2B,Airlines,4.63,SINGAPORE,Online,10.0,M,18.5,Silver Plan,0.0
53161,46.0,C2B,Airlines,83.25,SINGAPORE,Online,364.0,F,333.0,Annual Gold Plan,1.0
43821,48.0,KML,Travel Agency,11.02,INDONESIA,Online,6.0,M,29.0,Premier Plan,0.0
55363,51.0,C2B,Airlines,13.25,SINGAPORE,Online,10.0,F,53.0,Bronze Plan,0.0
61459,74.0,C2B,Airlines,28.13,SINGAPORE,Online,33.0,F,112.5,Silver Plan,1.0
51486,28.0,C2B,Airlines,7.38,SINGAPORE,Online,15.0,F,29.5,Silver Plan,0.0
54677,30.0,LWC,Travel Agency,166.53,UNITED STATES,Online,375.0,F,256.2,Annual Travel Protect Gold,1.0
54359,43.0,C2B,Airlines,54.0,SINGAPORE,Online,379.0,M,216.0,Annual Silver Plan,0.0
27586,46.0,C2B,Airlines,4.39,SINGAPORE,Online,4.0,F,17.55,Bronze Plan,0.0
63208,28.0,C2B,Airlines,5.25,SINGAPORE,Online,12.0,M,21.0,Bronze Plan,1.0
37284,46.0,JZI,Airlines,20.3,CHINA,Online,20.0,M,58.0,Value Plan,0.0
61259,30.0,C2B,Airlines,64.8,SINGAPORE,Online,367.0,M,259.2,Annual Silver Plan,0.0
7066,49.0,JZI,Airlines,7.7,CHINA,Online,1.0,F,22.0,Basic Plan,0.0
41969,31.0,JZI,Airlines,12.95,MYANMAR,Online,16.0,M,37.0,Basic Plan,0.0
40233,58.0,C2B,Airlines,5.63,SINGAPORE,Online,131.0,F,22.5,Silver Plan,0.0
16332,33.0,JZI,Airlines,14.0,HONG KONG,Online,260.0,M,40.0,Basic Plan,0.0
36930,22.0,C2B,Airlines,3.38,SINGAPORE,Online,16.0,F,13.5,Bronze Plan,1.0
51844,28.0,C2B,Airlines,13.25,SINGAPORE,Online,21.0,M,53.0,Bronze Plan,1.0
27866,118.0,JWT,Airlines,12.4,INDIA,Online,15.0,M,31.0,Value Plan,0.0
45856,30.0,C2B,Airlines,9.75,SINGAPORE,Online,9.0,M,39.0,Silver Plan,1.0
8481,118.0,JWT,Airlines,12.4,INDIA,Online,84.0,F,31.0,Value Plan,0.0
48225,33.0,C2B,Airlines,11.88,SINGAPORE,Online,10.0,M,47.5,Silver Plan,1.0
11207,69.0,C2B,Airlines,12.45,SINGAPORE,Online,12.0,F,49.8,Silver Plan,1.0
23289,29.0,JZI,Airlines,9.1,HONG KONG,Online,43.0,F,26.0,Basic Plan,0.0
24946,53.0,JZI,Airlines,7.7,MALAYSIA,Online,25.0,M,22.0,Basic Plan,0.0
13433,31.0,C2B,Airlines,72.94,SINGAPORE,Online,367.0,M,291.75,Annual Silver Plan,1.0
31183,27.0,JZI,Airlines,42.35,UNITED STATES,Online,126.0,M,121.0,Value Plan,0.0
7091,36.0,C2B,Airlines,8.63,SINGAPORE,Online,12.0,M,34.5,Bronze Plan,0.0
33551,48.0,JZI,Airlines,9.1,HONG KONG,Online,20.0,M,26.0,Basic Plan,0.0
5292,67.0,JZI,Airlines,9.1,HONG KONG,Online,19.0,M,26.0,Basic Plan,0.0
38961,38.0,C2B,Airlines,11.75,SINGAPORE,Online,13.0,M,47.0,Bronze Plan,1.0
23522,37.0,JZI,Airlines,9.1,CHINA,Online,55.0,F,26.0,Basic Plan,1.0
49366,56.0,JZI,Airlines,6.3,MALAYSIA,Online,5.0,M,18.0,Basic Plan,0.0
47738,118.0,JWT,Airlines,12.4,INDIA,Online,33.0,F,31.0,Value Plan,0.0
48464,35.0,C2B,Airlines,54.0,SINGAPORE,Online,376.0,M,216.0,Annual Silver Plan,1.0
14580,26.0,CSR,Travel Agency,9.57,THAILAND,Offline,18.0,M,29.0,Comprehensive Plan,0.0
51336,40.0,C2B,Airlines,7.25,SINGAPORE,Online,4.0,M,29.0,Silver Plan,1.0
34576,28.0,JZI,Airlines,6.3,INDONESIA,Online,7.0,F,18.0,Basic Plan,0.0
42193,31.0,C2B,Airlines,10.0,SINGAPORE,Online,12.0,M,40.0,Bronze Plan,1.0
44051,33.0,C2B,Airlines,15.0,SINGAPORE,Online,53.0,F,60.0,Bronze Plan,1.0
33429,21.0,C2B,Airlines,6.25,SINGAPORE,Online,7.0,F,25.0,Silver Plan,0.0
57290,118.0,JWT,Airlines,15.6,INDIA,Online,5.0,F,39.0,Value Plan,0.0
56856,22.0,C2B,Airlines,6.75,SINGAPORE,Online,30.0,M,27.0,Bronze Plan,0.0
27059,118.0,JWT,Airlines,12.4,INDIA,Online,95.0,M,31.0,Value Plan,0.0
35639,62.0,JZI,Airlines,12.6,CHINA,Online,8.0,M,36.0,Value Plan,0.0
21941,118.0,CCR,Travel Agency,9.57,THAILAND,Offline,36.0,F,29.0,Comprehensive Plan,0.0
48795,27.0,JZI,Airlines,9.1,MACAO,Online,10.0,M,26.0,Basic Plan,0.0
44445,24.0,C2B,Airlines,54.0,SINGAPORE,Online,391.0,F,216.0,Annual Silver Plan,0.0
35200,57.0,JZI,Airlines,12.25,INDIA,Online,12.0,F,35.0,Basic Plan,0.0
53307,35.0,JZI,Airlines,10.5,MALAYSIA,Online,13.0,M,30.0,Basic Plan,0.0
46899,39.0,JZI,Airlines,10.5,PHILIPPINES,Online,58.0,F,30.0,Basic Plan,0.0
17309,55.0,C2B,Airlines,97.34,SINGAPORE,Online,399.0,M,389.35,Annual Gold Plan,0.0
32860,27.0,C2B,Airlines,11.75,SINGAPORE,Online,52.0,F,47.0,Bronze Plan,0.0
48812,65.0,C2B,Airlines,57.75,SINGAPORE,Online,109.0,F,231.0,Bronze Plan,1.0
50175,28.0,LWC,Travel Agency,166.53,UNITED STATES,Online,364.0,F,256.2,Annual Travel Protect Gold,1.0
43381,37.0,C2B,Airlines,40.25,SINGAPORE,Online,371.0,M,161.0,Annual Silver Plan,0.0
6181,54.0,JZI,Airlines,9.1,HONG KONG,Online,22.0,M,26.0,Basic Plan,0.0
48789,31.0,JZI,Airlines,7.7,VIET NAM,Online,64.0,F,22.0,Basic Plan,0.0
50061,52.0,C2B,Airlines,5.0,SINGAPORE,Online,11.0,M,20.0,Bronze Plan,1.0
61618,25.0,JZI,Airlines,6.3,MYANMAR,Online,2.0,F,18.0,Basic Plan,0.0
18558,26.0,C2B,Airlines,7.47,SINGAPORE,Online,10.0,F,29.9,Bronze Plan,0.0
49182,29.0,C2B,Airlines,15.5,SINGAPORE,Online,73.0,F,62.0,Silver Plan,1.0
54695,38.0,LWC,Travel Agency,30.55,UNITED KINGDOM,Online,29.0,F,47.0,Single Trip Travel Protect Silver,1.0
32878,38.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,F,252.85,Annual Silver Plan,1.0
53562,22.0,ADM,Travel Agency,49.4,FRANCE,Online,46.0,F,130.0,Premier Plan,0.0
27580,58.0,JZI,Airlines,7.7,CHINA,Online,7.0,F,22.0,Basic Plan,0.0
23760,67.0,JZI,Airlines,6.3,THAILAND,Online,44.0,M,18.0,Basic Plan,1.0
18559,26.0,C2B,Airlines,9.59,SINGAPORE,Online,10.0,F,38.35,Bronze Plan,1.0
41977,34.0,JZI,Airlines,7.7,INDIA,Online,2.0,F,22.0,Basic Plan,0.0
55166,21.0,C2B,Airlines,21.5,SINGAPORE,Online,66.0,M,86.0,Bronze Plan,1.0
60444,42.0,C2B,Airlines,54.0,SINGAPORE,Online,364.0,F,216.0,Annual Silver Plan,1.0
18779,33.0,JZI,Airlines,6.3,INDONESIA,Online,2.0,F,18.0,Basic Plan,0.0
54514,59.0,C2B,Airlines,9.75,SINGAPORE,Online,28.0,F,39.0,Silver Plan,1.0
57736,23.0,C2B,Airlines,6.75,SINGAPORE,Online,10.0,M,27.0,Bronze Plan,1.0
52791,37.0,JZI,Airlines,43.75,ITALY,Online,55.0,M,125.0,Value Plan,0.0
34197,27.0,C2B,Airlines,10.38,SINGAPORE,Online,12.0,F,41.5,Silver Plan,0.0
58177,55.0,JZI,Airlines,15.75,HONG KONG,Online,7.0,M,45.0,Value Plan,0.0
4400,23.0,JZI,Airlines,6.3,INDONESIA,Online,10.0,F,18.0,Basic Plan,0.0
42643,30.0,C2B,Airlines,5.25,SINGAPORE,Online,6.0,F,21.0,Bronze Plan,1.0
36582,30.0,C2B,Airlines,4.5,SINGAPORE,Online,8.0,F,18.0,Bronze Plan,1.0
17720,42.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,10.0,F,15.0,Value Plan,0.0
50064,59.0,C2B,Airlines,4.8,SINGAPORE,Online,43.0,F,19.2,Bronze Plan,0.0
25658,33.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,0.0
48625,26.0,C2B,Airlines,6.75,SINGAPORE,Online,10.0,F,27.0,Bronze Plan,0.0
22461,77.0,JZI,Airlines,10.5,THAILAND,Online,12.0,M,30.0,Basic Plan,0.0
20532,45.0,JZI,Airlines,9.1,CHINA,Online,14.0,M,26.0,Basic Plan,0.0
53097,48.0,KML,Travel Agency,14.44,INDONESIA,Online,21.0,F,38.0,Premier Plan,1.0
17294,25.0,C2B,Airlines,5.53,SINGAPORE,Online,10.0,M,22.1,Bronze Plan,0.0
2204,50.0,JZI,Airlines,6.3,MALAYSIA,Online,4.0,F,18.0,Basic Plan,0.0
31382,34.0,C2B,Airlines,63.21,SINGAPORE,Online,380.0,M,252.85,Annual Silver Plan,1.0
24163,62.0,C2B,Airlines,6.01,SINGAPORE,Online,34.0,F,24.05,Silver Plan,0.0
60632,27.0,C2B,Airlines,12.13,SINGAPORE,Online,13.0,M,48.5,Silver Plan,1.0
61028,48.0,JZI,Airlines,9.1,HONG KONG,Online,34.0,M,26.0,Basic Plan,0.0
4551,75.0,C2B,Airlines,8.78,SINGAPORE,Online,52.0,M,35.1,Gold Plan,0.0
23108,30.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
40237,29.0,C2B,Airlines,12.13,SINGAPORE,Online,13.0,F,48.5,Silver Plan,0.0
28737,28.0,C2B,Airlines,4.5,SINGAPORE,Online,10.0,M,18.0,Bronze Plan,0.0
57714,59.0,JZI,Airlines,9.1,HONG KONG,Online,39.0,M,26.0,Basic Plan,0.0
25141,45.0,C2B,Airlines,17.39,SINGAPORE,Online,53.0,F,69.55,Bronze Plan,0.0
56089,46.0,C2B,Airlines,4.0,SINGAPORE,Online,61.0,F,16.0,Bronze Plan,0.0
22873,26.0,C2B,Airlines,7.47,SINGAPORE,Online,15.0,F,29.9,Bronze Plan,1.0
40624,52.0,C2B,Airlines,26.63,SINGAPORE,Online,39.0,M,106.5,Silver Plan,1.0
37605,24.0,C2B,Airlines,8.38,SINGAPORE,Online,15.0,F,33.5,Silver Plan,1.0
30857,33.0,C2B,Airlines,2.88,SINGAPORE,Online,95.0,F,11.5,Bronze Plan,0.0
57158,36.0,C2B,Airlines,12.5,SINGAPORE,Online,28.0,M,50.0,Bronze Plan,1.0
23790,58.0,C2B,Airlines,63.21,SINGAPORE,Online,366.0,M,252.85,Annual Silver Plan,0.0
19875,30.0,C2B,Airlines,5.53,SINGAPORE,Online,12.0,M,22.1,Bronze Plan,0.0
57349,36.0,C2B,Airlines,25.88,SINGAPORE,Online,89.0,M,103.5,Gold Plan,0.0
51483,31.0,C2B,Airlines,15.5,SINGAPORE,Online,44.0,F,62.0,Silver Plan,0.0
45291,53.0,JZI,Airlines,12.25,CHINA,Online,46.0,M,35.0,Basic Plan,1.0
24725,33.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,47.0,M,15.0,Value Plan,0.0
10367,66.0,JZI,Airlines,10.5,THAILAND,Online,26.0,F,30.0,Basic Plan,0.0
57761,23.0,C2B,Airlines,64.8,SINGAPORE,Online,371.0,F,259.2,Annual Silver Plan,0.0
12967,34.0,C2B,Airlines,13.31,SINGAPORE,Online,10.0,M,53.25,Bronze Plan,0.0
15100,49.0,JZI,Airlines,9.1,HONG KONG,Online,16.0,M,26.0,Basic Plan,0.0
61417,34.0,C2B,Airlines,13.25,SINGAPORE,Online,12.0,F,53.0,Bronze Plan,0.0
38121,35.0,C2B,Airlines,3.75,SINGAPORE,Online,5.0,F,15.0,Silver Plan,1.0
27556,48.0,KML,Travel Agency,32.68,FRANCE,Online,55.0,M,86.0,Premier Plan,0.0
57343,30.0,C2B,Airlines,7.38,SINGAPORE,Online,9.0,F,29.5,Silver Plan,0.0
6389,118.0,ART,Airlines,10.15,MALAYSIA,Online,10.0,M,29.0,Value Plan,0.0
44444,31.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,F,216.0,Annual Silver Plan,1.0
8329,39.0,C2B,Airlines,34.13,SINGAPORE,Online,55.0,F,136.5,Gold Plan,0.0
39164,57.0,TTW,Travel Agency,0.0,HONG KONG,Offline,366.0,M,97.0,Individual Comprehensive Plan,0.0
32599,49.0,C2B,Airlines,13.38,SINGAPORE,Online,54.0,M,53.5,Bronze Plan,1.0
13429,54.0,C2B,Airlines,12.56,SINGAPORE,Online,13.0,M,50.25,Silver Plan,0.0
40381,36.0,C2B,Airlines,4.0,SINGAPORE,Online,7.0,M,16.0,Bronze Plan,0.0
29435,32.0,C2B,Airlines,10.38,SINGAPORE,Online,9.0,F,41.5,Silver Plan,0.0
38805,40.0,C2B,Airlines,15.88,SINGAPORE,Online,48.0,F,63.5,Silver Plan,1.0
54491,50.0,JZI,Airlines,33.6,UNITED STATES,Online,18.0,M,96.0,Value Plan,0.0
19180,45.0,JZI,Airlines,7.7,MALAYSIA,Online,14.0,F,22.0,Basic Plan,0.0
48224,56.0,C2B,Airlines,12.13,SINGAPORE,Online,17.0,F,48.5,Silver Plan,1.0
33791,29.0,C2B,Airlines,3.38,SINGAPORE,Online,10.0,M,13.5,Bronze Plan,0.0
29981,44.0,JZI,Airlines,9.1,CHINA,Online,7.0,M,26.0,Basic Plan,0.0
60894,26.0,C2B,Airlines,64.8,SINGAPORE,Online,377.0,F,0.0,Annual Silver Plan,0.0
32025,49.0,C2B,Airlines,3.38,SINGAPORE,Online,5.0,F,13.5,Bronze Plan,0.0
42046,25.0,C2B,Airlines,7.38,SINGAPORE,Online,9.0,M,29.5,Silver Plan,0.0
57749,20.0,C2B,Airlines,14.13,SINGAPORE,Online,17.0,M,56.5,Silver Plan,1.0
46073,18.0,C2B,Airlines,14.13,SINGAPORE,Online,91.0,F,56.5,Silver Plan,1.0
47123,34.0,TST,Travel Agency,10.5,THAILAND,Offline,72.0,M,30.0,Travel Cruise Protect,0.0
45695,20.0,JZI,Airlines,12.25,CHINA,Online,26.0,F,35.0,Basic Plan,0.0
57543,32.0,C2B,Airlines,6.63,SINGAPORE,Online,33.0,F,26.5,Bronze Plan,0.0
31648,44.0,C2B,Airlines,3.38,SINGAPORE,Online,13.0,M,13.5,Bronze Plan,1.0
19886,48.0,C2B,Airlines,53.49,SINGAPORE,Online,377.0,F,213.95,Annual Silver Plan,0.0
43385,29.0,C2B,Airlines,83.25,SINGAPORE,Online,365.0,M,333.0,Annual Gold Plan,0.0
62949,61.0,TST,Travel Agency,10.5,THAILAND,Offline,8.0,M,30.0,Travel Cruise Protect,0.0
55707,32.0,JZI,Airlines,12.95,PHILIPPINES,Online,52.0,F,37.0,Basic Plan,0.0
54979,31.0,C2B,Airlines,12.13,SINGAPORE,Online,12.0,F,48.5,Silver Plan,1.0
62981,41.0,C2B,Airlines,64.8,SINGAPORE,Online,365.0,F,259.2,Annual Silver Plan,1.0
51854,29.0,C2B,Airlines,18.0,SINGAPORE,Online,20.0,F,72.0,Silver Plan,1.0
52053,69.0,TST,Travel Agency,10.5,MALAYSIA,Offline,10.0,M,30.0,Travel Cruise Protect,0.0
6207,34.0,C2B,Airlines,4.39,SINGAPORE,Online,7.0,F,17.55,Bronze Plan,0.0
57548,11.0,C2B,Airlines,11.25,SINGAPORE,Online,107.0,M,45.0,Silver Plan,0.0
52021,36.0,JZI,Airlines,10.5,THAILAND,Online,58.0,M,30.0,Basic Plan,0.0
33446,41.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,F,252.85,Annual Silver Plan,1.0
29448,52.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
56140,60.0,C2B,Airlines,83.25,SINGAPORE,Online,388.0,M,333.0,Annual Gold Plan,1.0
35229,44.0,C2B,Airlines,3.75,SINGAPORE,Online,3.0,F,15.0,Silver Plan,1.0
248,45.0,C2B,Airlines,10.89,SINGAPORE,Online,10.0,M,43.55,Silver Plan,1.0
19188,38.0,JZI,Airlines,30.45,GERMANY,Online,40.0,M,87.0,Value Plan,0.0
45574,30.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,F,216.0,Annual Silver Plan,0.0
56982,33.0,C2B,Airlines,5.0,SINGAPORE,Online,8.0,F,20.0,Bronze Plan,0.0
4068,27.0,C2B,Airlines,72.94,SINGAPORE,Online,364.0,F,291.75,Annual Silver Plan,0.0
59108,118.0,JWT,Airlines,24.0,INDIA,Online,138.0,M,60.0,Value Plan,0.0
