person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
29.0,119718.0,5,6000.0,10.25,0.05,5.0,633,Rejected
28.0,120009.0,2,18000.0,9.76,0.15,7.0,581,Rejected
29.0,72756.0,7,14000.0,7.51,0.19,8.0,615,Rejected
33.0,120137.0,13,7500.0,5.79,0.06,7.0,740,Rejected
29.0,120471.0,3,6000.0,6.92,0.05,7.0,633,Rejected
28.0,120361.0,3,4800.0,11.01,0.04,7.0,688,Rejected
28.0,120238.0,8,6500.0,5.99,0.05,6.0,672,Rejected
32.0,120571.0,7,5000.0,11.86,0.04,8.0,523,Rejected
29.0,120697.0,6,6000.0,11.14,0.05,8.0,646,Rejected
35.0,120875.0,10,8000.0,7.14,0.07,9.0,675,Rejected
28.0,120995.0,2,10000.0,5.42,0.08,8.0,650,Rejected
30.0,91144.0,8,4800.0,18.79,0.05,7.0,664,Approved
33.0,121038.0,13,6000.0,11.11,0.05,7.0,684,Rejected
31.0,90664.0,8,10000.0,15.58,0.11,6.0,687,Approved
32.0,121154.0,8,7000.0,7.14,0.06,9.0,620,Rejected
34.0,121188.0,13,9800.0,7.14,0.08,8.0,723,Rejected
29.0,91131.0,8,15000.0,15.33,0.16,10.0,590,Approved
28.0,75625.0,7,14000.0,10.99,0.19,10.0,647,Rejected
27.0,120932.0,1,3000.0,12.84,0.02,10.0,695,Rejected
27.0,68809.0,3,14000.0,13.87,0.2,8.0,656,Approved
32.0,76472.0,7,14000.0,6.91,0.18,5.0,720,Rejected
27.0,106583.0,4,5000.0,8.9,0.05,9.0,652,Approved
29.0,121228.0,3,5000.0,15.96,0.04,8.0,591,Rejected
30.0,121659.0,6,10000.0,16.77,0.08,10.0,643,Rejected
28.0,120929.0,7,2000.0,14.27,0.02,5.0,530,Rejected
30.0,120922.0,6,30000.0,16.77,0.25,6.0,601,Rejected
27.0,80264.0,2,14000.0,12.99,0.17,8.0,620,Rejected
30.0,81404.0,8,14000.0,12.84,0.17,8.0,639,Rejected
29.0,82832.0,9,14000.0,12.61,0.17,8.0,657,Rejected
27.0,38634.0,6,6000.0,11.71,0.16,6.0,659,Rejected
28.0,38353.0,6,4350.0,5.99,0.11,5.0,643,Rejected
,83837.0,6,14000.0,6.03,0.17,10.0,535,Rejected
27.0,121022.0,6,7600.0,6.03,0.06,9.0,629,Rejected
27.0,121113.0,4,12000.0,6.03,0.1,6.0,579,Rejected
30.0,121013.0,10,12000.0,8.9,0.1,10.0,681,Rejected
,121041.0,9,5000.0,12.69,0.04,7.0,621,Rejected
35.0,120996.0,10,10000.0,6.62,0.08,8.0,674,Rejected
27.0,120961.0,2,12000.0,11.01,0.1,6.0,650,Rejected
28.0,120819.0,7,10000.0,11.01,0.08,5.0,617,Rejected
33.0,121058.0,11,15000.0,11.71,0.12,9.0,667,Rejected
28.0,120916.0,2,7000.0,8.9,0.06,10.0,604,Rejected
35.0,121052.0,13,9000.0,10.99,0.07,8.0,515,Rejected
35.0,88877.0,12,14000.0,14.59,0.16,8.0,683,Rejected
35.0,120774.0,13,6000.0,9.99,0.05,7.0,607,Rejected
27.0,38392.0,7,6000.0,14.35,0.16,7.0,681,Rejected
28.0,120868.0,8,4000.0,7.49,0.03,8.0,674,Rejected
31.0,121050.0,8,6000.0,10.99,0.05,6.0,701,Rejected
34.0,91076.0,11,14000.0,12.69,0.15,7.0,669,Rejected
31.0,120962.0,7,8000.0,6.99,0.07,7.0,629,Rejected
28.0,121070.0,4,18000.0,13.99,0.15,6.0,562,Rejected
29.0,121064.0,8,12025.0,13.49,0.1,9.0,539,Rejected
31.0,121031.0,8,19000.0,8.49,0.16,9.0,666,Rejected
31.0,120922.0,9,12000.0,5.42,0.1,7.0,646,Rejected
32.0,83950.0,9,14000.0,11.01,0.17,6.0,709,Approved
30.0,120646.0,9,16000.0,16.49,0.13,9.0,700,Rejected
31.0,121473.0,7,5000.0,5.42,0.04,8.0,654,Rejected
27.0,91135.0,8,14000.0,9.63,0.15,7.0,680,Rejected
,120897.0,7,10000.0,14.79,0.08,6.0,524,Rejected
32.0,92415.0,9,14000.0,10.38,0.15,5.0,684,Rejected
32.0,106718.0,8,17600.0,13.49,0.16,10.0,583,Approved
34.0,121053.0,12,12000.0,7.49,0.1,6.0,596,Rejected
31.0,121067.0,8,15000.0,10.59,0.12,10.0,670,Rejected
29.0,121119.0,6,10000.0,7.49,0.08,6.0,674,Rejected
31.0,92585.0,6,14000.0,11.49,0.15,10.0,687,Rejected
28.0,121161.0,2,12000.0,10.99,0.1,8.0,589,Rejected
31.0,94689.0,6,14000.0,9.63,0.15,9.0,589,Rejected
34.0,97232.0,8,14000.0,14.27,0.14,7.0,700,Rejected
27.0,121274.0,4,6000.0,7.66,0.05,5.0,647,Rejected
33.0,121272.0,11,15000.0,10.0,0.12,7.0,623,Rejected
,121013.0,8,12800.0,6.92,0.11,8.0,604,Rejected
32.0,96874.0,9,14000.0,5.42,0.14,9.0,610,Rejected
27.0,121043.0,1,14400.0,11.01,0.12,8.0,548,Rejected
35.0,121014.0,12,1800.0,9.63,0.01,8.0,665,Rejected
28.0,96888.0,3,14000.0,14.91,0.14,5.0,551,Rejected
33.0,120617.0,13,6400.0,7.29,0.05,9.0,520,Rejected
32.0,120587.0,10,35000.0,11.01,0.29,10.0,665,Rejected
30.0,120971.0,9,8000.0,7.29,0.07,8.0,552,Rejected
32.0,120712.0,8,4500.0,5.42,0.04,10.0,621,Rejected
32.0,121186.0,12,9500.0,5.79,0.08,8.0,618,Rejected
27.0,38466.0,5,12000.0,12.73,0.31,6.0,668,Rejected
27.0,121189.0,5,16000.0,13.43,0.13,5.0,642,Rejected
29.0,121315.0,7,10000.0,6.92,0.08,7.0,674,Rejected
31.0,120723.0,6,9950.0,5.42,0.08,7.0,637,Rejected
30.0,101900.0,6,14000.0,12.42,0.14,6.0,665,Rejected
28.0,37925.0,6,1000.0,7.4,0.03,8.0,703,Rejected
31.0,38335.0,11,12500.0,8.94,0.33,8.0,683,Rejected
28.0,121182.0,3,20000.0,12.68,0.17,6.0,671,Rejected
28.0,102984.0,8,14000.0,14.65,0.14,9.0,577,Rejected
29.0,102720.0,8,14000.0,5.42,0.14,5.0,508,Rejected
27.0,120822.0,5,9000.0,18.25,0.07,6.0,674,Rejected
30.0,103333.0,8,14000.0,14.22,0.14,7.0,649,Rejected
33.0,38390.0,12,2500.0,8.38,0.07,9.0,700,Rejected
27.0,120997.0,5,16000.0,6.54,0.13,5.0,655,Rejected
35.0,38157.0,16,4275.0,10.28,0.11,7.0,685,Rejected
27.0,120691.0,2,6575.0,5.79,0.05,6.0,677,Rejected
28.0,121109.0,4,3950.0,11.01,0.03,5.0,702,Rejected
31.0,120827.0,6,13000.0,12.61,0.11,7.0,597,Rejected
29.0,121156.0,9,4800.0,5.79,0.04,9.0,555,Rejected
35.0,112473.0,13,14000.0,13.16,0.12,6.0,710,Rejected
30.0,121134.0,5,10000.0,6.17,0.08,9.0,627,Rejected
29.0,120810.0,7,20000.0,6.54,0.17,5.0,667,Rejected
27.0,121369.0,7,20000.0,6.17,0.16,7.0,701,Rejected
34.0,120890.0,11,15000.0,6.17,0.12,10.0,720,Rejected
28.0,120843.0,2,10000.0,5.42,0.08,8.0,566,Rejected
30.0,121025.0,10,3600.0,11.01,0.03,10.0,651,Rejected
29.0,121232.0,5,12000.0,6.91,0.1,10.0,577,Rejected
28.0,121095.0,5,8000.0,13.98,0.07,6.0,627,Rejected
28.0,120963.0,7,11000.0,13.61,0.09,8.0,666,Rejected
30.0,121157.0,10,13000.0,7.88,0.11,9.0,673,Rejected
27.0,121028.0,6,14000.0,10.62,0.12,8.0,592,Rejected
33.0,125041.0,10,14000.0,17.56,0.11,5.0,693,Rejected
30.0,120671.0,7,2000.0,11.01,0.02,5.0,601,Rejected
30.0,126983.0,6,14000.0,11.49,0.11,6.0,588,Rejected
29.0,121014.0,4,25000.0,13.23,0.21,8.0,714,Rejected
27.0,120706.0,3,20500.0,18.67,0.17,7.0,682,Rejected
33.0,121016.0,8,8000.0,11.86,0.07,7.0,630,Rejected
29.0,121179.0,6,13000.0,15.33,0.11,6.0,660,Rejected
35.0,139094.0,9,14000.0,11.01,0.1,9.0,657,Rejected
32.0,121075.0,13,6000.0,7.14,0.05,10.0,645,Rejected
33.0,106474.0,14,20000.0,13.48,0.19,10.0,645,Approved
31.0,120569.0,5,11000.0,7.51,0.09,5.0,594,Rejected
29.0,106926.0,3,16000.0,16.45,0.15,8.0,671,Approved
30.0,133443.0,7,14000.0,16.89,0.1,6.0,720,Approved
29.0,150779.0,6,14000.0,9.63,0.09,6.0,623,Rejected
33.0,120908.0,10,24000.0,10.25,0.2,6.0,733,Rejected
34.0,121092.0,9,18000.0,11.01,0.15,6.0,615,Rejected
28.0,120597.0,6,12000.0,7.88,0.1,8.0,535,Rejected
29.0,120847.0,9,7000.0,9.88,0.06,10.0,645,Rejected
30.0,120924.0,9,1000.0,6.76,0.01,6.0,547,Rejected
31.0,120579.0,5,20000.0,13.48,0.17,6.0,701,Rejected
28.0,121307.0,5,13000.0,8.59,0.11,5.0,697,Rejected
28.0,121078.0,9,18000.0,13.92,0.15,9.0,551,Rejected
35.0,166661.0,11,14000.0,7.9,0.08,8.0,649,Approved
33.0,120987.0,10,25000.0,12.18,0.21,10.0,644,Rejected
30.0,121009.0,5,15000.0,11.14,0.12,9.0,608,Rejected
29.0,121499.0,11,15800.0,11.14,0.13,6.0,602,Rejected
28.0,120981.0,5,24000.0,11.48,0.2,9.0,580,Rejected
29.0,121094.0,7,20000.0,13.57,0.17,9.0,622,Rejected
35.0,120825.0,13,10000.0,8.59,0.08,7.0,589,Rejected
28.0,120881.0,4,5300.0,11.14,0.04,5.0,680,Rejected
32.0,58793.0,9,14100.0,13.49,0.24,5.0,577,Rejected
28.0,120941.0,4,20000.0,11.48,0.17,5.0,551,Rejected
30.0,100852.0,6,14100.0,6.03,0.14,8.0,622,Rejected
35.0,36489.0,11,14125.0,12.99,0.39,10.0,664,Approved
29.0,121011.0,4,20000.0,14.61,0.17,10.0,583,Rejected
32.0,121293.0,7,4500.0,11.01,0.04,5.0,669,Rejected
28.0,36953.0,4,14125.0,14.74,0.38,10.0,599,Approved
27.0,39487.0,2,14125.0,12.68,0.36,10.0,671,Approved
28.0,121332.0,2,10000.0,12.84,0.08,5.0,611,Rejected
31.0,121125.0,8,15000.0,9.63,0.12,7.0,640,Rejected
35.0,106516.0,11,10000.0,14.11,0.09,6.0,663,Approved
27.0,120936.0,4,16000.0,11.01,0.13,6.0,600,Rejected
33.0,42920.0,14,14125.0,10.37,0.33,8.0,675,Approved
30.0,44458.0,8,14125.0,8.9,0.32,7.0,702,Approved
27.0,121053.0,6,2000.0,8.0,0.02,5.0,692,Rejected
28.0,120713.0,5,13500.0,9.38,0.11,9.0,626,Rejected
27.0,120809.0,2,10000.0,12.09,0.08,9.0,590,Rejected
27.0,47781.0,3,14125.0,8.49,0.3,5.0,542,Approved
33.0,120539.0,11,7000.0,11.01,0.06,6.0,633,Rejected
30.0,121040.0,9,7500.0,11.59,0.06,6.0,615,Rejected
31.0,120846.0,7,7000.0,10.08,0.06,10.0,617,Rejected
28.0,56459.0,5,14125.0,11.01,0.25,5.0,666,Rejected
33.0,120770.0,11,25000.0,10.39,0.21,8.0,687,Rejected
29.0,48949.0,4,14150.0,12.69,0.29,7.0,699,Approved
35.0,120845.0,12,12000.0,15.76,0.1,6.0,674,Rejected
34.0,37385.0,8,8875.0,14.27,0.24,8.0,664,Rejected
29.0,121246.0,7,15000.0,12.04,0.12,5.0,608,Rejected
27.0,121204.0,5,12000.0,9.96,0.1,10.0,651,Rejected
27.0,121185.0,4,5000.0,8.07,0.04,10.0,618,Rejected
33.0,106827.0,11,15000.0,15.88,0.14,8.0,521,Approved
32.0,37319.0,9,14300.0,13.49,0.38,8.0,711,Approved
27.0,36844.0,4,14300.0,10.39,0.39,6.0,588,Approved
27.0,121502.0,6,15000.0,14.65,0.12,6.0,558,Rejected
30.0,39176.0,8,14400.0,10.75,0.37,7.0,700,Approved
35.0,121797.0,14,25000.0,10.59,0.21,8.0,542,Rejected
30.0,122094.0,7,22000.0,12.42,0.18,7.0,626,Rejected
29.0,44205.0,10,14400.0,10.62,0.33,6.0,651,Approved
35.0,121751.0,12,2800.0,12.87,0.02,5.0,673,Rejected
27.0,107543.0,7,20000.0,11.99,0.19,6.0,616,Approved
28.0,122111.0,6,5000.0,9.91,0.04,5.0,554,Rejected
32.0,122218.0,4,8000.0,11.49,0.07,5.0,590,Rejected
32.0,122116.0,7,3375.0,14.79,0.03,8.0,609,Rejected
33.0,122348.0,12,5000.0,7.49,0.04,7.0,556,Rejected
31.0,122129.0,9,18000.0,8.49,0.15,6.0,710,Rejected
31.0,46769.0,6,14400.0,8.94,0.31,7.0,563,Approved
29.0,122238.0,3,12000.0,12.18,0.1,8.0,672,Rejected
30.0,52835.0,7,14400.0,6.99,0.27,10.0,645,Approved
32.0,37149.0,11,17875.0,6.99,0.48,5.0,655,Rejected
28.0,121835.0,6,15000.0,8.94,0.12,9.0,674,Rejected
27.0,122302.0,2,20000.0,11.01,0.16,8.0,494,Rejected
31.0,121973.0,8,12000.0,9.63,0.1,7.0,535,Rejected
28.0,121979.0,4,6000.0,8.32,0.05,9.0,644,Rejected
27.0,122069.0,6,11025.0,7.9,0.09,5.0,508,Rejected
27.0,122602.0,6,12000.0,11.01,0.1,9.0,623,Rejected
31.0,122194.0,8,17000.0,11.01,0.14,8.0,516,Rejected
29.0,36878.0,5,4000.0,7.49,0.11,5.0,687,Rejected
27.0,92228.0,6,18000.0,17.26,0.2,8.0,586,Approved
35.0,122521.0,11,4500.0,9.32,0.04,5.0,609,Rejected
31.0,122680.0,6,15000.0,12.87,0.12,8.0,644,Rejected
29.0,54464.0,5,14400.0,13.61,0.26,10.0,695,Approved
29.0,55069.0,5,14400.0,7.29,0.26,9.0,638,Approved
30.0,109171.0,7,4800.0,8.9,0.04,5.0,615,Approved
30.0,123107.0,5,15000.0,15.62,0.12,8.0,701,Rejected
33.0,123387.0,12,8700.0,12.99,0.07,9.0,579,Rejected
27.0,123182.0,5,16000.0,11.99,0.13,5.0,632,Rejected
28.0,123442.0,6,10000.0,5.99,0.08,10.0,668,Rejected
27.0,123516.0,3,6000.0,7.49,0.05,9.0,633,Rejected
33.0,70817.0,11,14400.0,9.91,0.2,5.0,537,Rejected
33.0,123552.0,8,35000.0,11.01,0.28,8.0,565,Rejected
30.0,123590.0,7,12250.0,7.66,0.1,8.0,548,Rejected
31.0,123095.0,8,4000.0,7.88,0.03,10.0,553,Rejected
29.0,123553.0,9,6000.0,7.88,0.05,9.0,664,Rejected
31.0,123240.0,7,14400.0,11.01,0.12,6.0,608,Rejected
28.0,78989.0,3,14400.0,11.14,0.18,5.0,571,Rejected
28.0,123155.0,7,10000.0,12.18,0.08,7.0,669,Rejected
34.0,82645.0,16,14400.0,8.59,0.17,5.0,685,Rejected
27.0,123655.0,6,7200.0,11.26,0.06,8.0,635,Rejected
27.0,123320.0,5,15000.0,12.84,0.12,7.0,669,Rejected
27.0,123365.0,4,10000.0,9.63,0.08,9.0,710,Rejected
29.0,123274.0,9,18000.0,9.33,0.15,7.0,696,Rejected
28.0,123259.0,2,15000.0,13.92,0.12,8.0,635,Rejected
33.0,124084.0,12,11000.0,11.14,0.09,8.0,589,Rejected
28.0,89178.0,2,14400.0,12.98,0.16,6.0,603,Rejected
27.0,123590.0,3,25000.0,15.57,0.2,10.0,701,Rejected
,123810.0,7,25000.0,12.18,0.2,7.0,637,Rejected
27.0,124041.0,5,8000.0,10.59,0.06,6.0,629,Rejected
27.0,124211.0,4,9000.0,11.49,0.07,6.0,549,Rejected
28.0,124130.0,4,6000.0,5.79,0.05,8.0,582,Rejected
30.0,124284.0,9,1500.0,7.9,0.01,5.0,625,Rejected
27.0,90722.0,4,14400.0,11.36,0.16,7.0,601,Rejected
31.0,124349.0,6,10000.0,7.9,0.08,10.0,563,Rejected
33.0,124391.0,9,6000.0,11.01,0.05,8.0,695,Rejected
31.0,124390.0,8,14000.0,9.91,0.11,7.0,628,Rejected
33.0,124665.0,11,24000.0,7.49,0.19,10.0,542,Rejected
32.0,124242.0,8,6000.0,7.49,0.05,8.0,713,Rejected
30.0,124525.0,5,6400.0,7.49,0.05,9.0,615,Rejected
28.0,124575.0,4,5000.0,5.42,0.04,5.0,636,Rejected
34.0,124534.0,10,3525.0,5.42,0.03,8.0,626,Rejected
29.0,124608.0,5,4500.0,7.29,0.04,6.0,606,Rejected
27.0,124311.0,5,8800.0,7.29,0.07,8.0,617,Rejected
28.0,124557.0,4,10000.0,7.51,0.08,10.0,578,Rejected
30.0,96798.0,11,14400.0,13.49,0.15,6.0,686,Rejected
34.0,124873.0,10,16000.0,10.62,0.13,7.0,687,Rejected
32.0,101522.0,6,14400.0,11.99,0.14,6.0,655,Rejected
31.0,124574.0,9,15000.0,11.01,0.12,6.0,543,Rejected
,124568.0,4,7000.0,11.01,0.06,9.0,639,Rejected
28.0,124922.0,6,9000.0,9.88,0.07,6.0,677,Rejected
27.0,102886.0,8,14400.0,8.49,0.14,10.0,676,Rejected
34.0,124751.0,14,15000.0,11.01,0.12,8.0,599,Rejected
30.0,125112.0,11,24150.0,14.61,0.19,9.0,582,Rejected
28.0,102880.0,4,14400.0,9.07,0.14,8.0,699,Rejected
28.0,125587.0,8,10000.0,14.27,0.08,8.0,692,Rejected
28.0,125588.0,4,18000.0,10.99,0.14,7.0,588,Rejected
33.0,125642.0,9,16000.0,11.01,0.13,9.0,681,Rejected
27.0,125764.0,6,10000.0,10.65,0.08,9.0,723,Rejected
29.0,125614.0,6,35000.0,7.49,0.28,8.0,613,Rejected
27.0,126124.0,4,35000.0,11.01,0.28,10.0,586,Rejected
30.0,116245.0,4,14400.0,11.01,0.12,8.0,627,Rejected
27.0,125838.0,3,35000.0,17.99,0.28,6.0,646,Rejected
29.0,126079.0,5,18000.0,7.66,0.14,7.0,559,Rejected
33.0,125780.0,11,3500.0,10.74,0.03,6.0,674,Rejected
29.0,37183.0,5,10000.0,6.17,0.27,5.0,588,Rejected
32.0,121005.0,10,14400.0,13.35,0.12,7.0,656,Rejected
28.0,120789.0,8,14400.0,13.85,0.12,9.0,603,Rejected
28.0,125634.0,5,20000.0,11.01,0.16,9.0,666,Rejected
28.0,111537.0,7,7750.0,14.22,0.07,6.0,691,Approved
30.0,60983.0,5,14475.0,11.01,0.24,6.0,667,Rejected
32.0,35391.0,10,14500.0,16.7,0.41,10.0,669,Approved
32.0,125953.0,9,17000.0,14.82,0.13,7.0,659,Rejected
27.0,126666.0,4,6000.0,7.4,0.05,8.0,597,Rejected
30.0,37066.0,7,14500.0,11.01,0.39,8.0,690,Approved
30.0,126944.0,5,26000.0,7.51,0.2,10.0,636,Rejected
34.0,38079.0,10,14500.0,7.88,0.38,10.0,597,Approved
32.0,126760.0,10,5000.0,14.65,0.04,9.0,525,Rejected
27.0,127309.0,6,28000.0,11.01,0.22,7.0,622,Rejected
33.0,127154.0,10,26375.0,9.91,0.21,9.0,587,Rejected
29.0,127034.0,5,12000.0,6.62,0.09,7.0,602,Rejected
35.0,39389.0,11,14500.0,6.17,0.37,9.0,665,Approved
27.0,43052.0,5,14500.0,13.98,0.34,8.0,675,Approved
30.0,126967.0,9,10000.0,5.99,0.08,8.0,604,Rejected
34.0,126905.0,13,12000.0,6.99,0.09,5.0,620,Rejected
28.0,37103.0,1,14500.0,11.14,0.39,8.0,608,Approved
29.0,126834.0,6,3000.0,5.99,0.02,6.0,581,Rejected
30.0,49871.0,6,14500.0,13.23,0.29,10.0,682,Approved
35.0,127036.0,12,10000.0,11.01,0.08,10.0,619,Rejected
30.0,126990.0,5,7725.0,11.01,0.06,9.0,637,Rejected
,126981.0,9,12100.0,5.99,0.1,6.0,649,Rejected
27.0,127310.0,6,11000.0,7.49,0.09,5.0,688,Rejected
28.0,127302.0,10,7000.0,11.01,0.05,10.0,664,Rejected
35.0,127331.0,11,3000.0,10.37,0.02,7.0,681,Rejected
32.0,95895.0,7,24000.0,18.62,0.25,8.0,555,Approved
,126702.0,12,5000.0,5.42,0.04,7.0,620,Rejected
28.0,127264.0,7,12000.0,9.63,0.09,10.0,615,Rejected
27.0,126879.0,5,25000.0,12.23,0.2,5.0,678,Rejected
28.0,127153.0,7,24000.0,11.01,0.19,6.0,601,Rejected
29.0,127105.0,6,20000.0,6.91,0.16,8.0,511,Rejected
31.0,37221.0,10,2950.0,10.75,0.08,7.0,690,Rejected
27.0,126814.0,6,24000.0,6.17,0.19,6.0,638,Rejected
32.0,127084.0,11,20000.0,6.54,0.16,9.0,611,Rejected
27.0,36717.0,9,1800.0,14.84,0.05,5.0,694,Rejected
33.0,95687.0,8,12750.0,15.95,0.13,10.0,709,Approved
34.0,127015.0,12,10000.0,7.51,0.08,7.0,587,Rejected
30.0,126891.0,7,6000.0,14.72,0.05,10.0,652,Rejected
28.0,126664.0,8,25000.0,11.12,0.2,9.0,637,Rejected
29.0,126842.0,5,12000.0,7.88,0.09,7.0,593,Rejected
31.0,37367.0,8,2500.0,11.36,0.07,9.0,651,Rejected
29.0,127261.0,7,17000.0,10.25,0.13,10.0,588,Rejected
27.0,92440.0,5,14500.0,12.73,0.16,10.0,572,Rejected
30.0,126957.0,5,15400.0,11.36,0.12,10.0,581,Rejected
30.0,127204.0,10,12000.0,7.88,0.09,6.0,636,Rejected
30.0,126941.0,8,13000.0,10.25,0.1,9.0,624,Rejected
28.0,92294.0,7,14500.0,12.61,0.16,7.0,687,Approved
30.0,126985.0,7,20000.0,11.83,0.16,5.0,599,Rejected
33.0,109143.0,13,14500.0,14.65,0.13,9.0,666,Rejected
33.0,126836.0,11,7000.0,7.74,0.06,10.0,627,Rejected
30.0,36791.0,8,8000.0,15.7,0.22,10.0,614,Rejected
27.0,126657.0,6,20000.0,11.48,0.16,6.0,659,Rejected
31.0,36906.0,7,10000.0,7.88,0.27,5.0,626,Rejected
29.0,126739.0,3,5000.0,12.53,0.04,9.0,503,Rejected
28.0,126784.0,6,19000.0,12.21,0.15,6.0,663,Rejected
29.0,126764.0,6,15000.0,14.42,0.12,5.0,537,Rejected
33.0,126675.0,10,5150.0,12.41,0.04,9.0,696,Rejected
31.0,49613.0,9,14600.0,11.01,0.29,5.0,689,Approved
27.0,127818.0,8,10000.0,7.29,0.08,6.0,663,Rejected
31.0,113267.0,9,24000.0,16.08,0.21,6.0,689,Approved
29.0,113686.0,4,8400.0,11.01,0.07,10.0,666,Approved
28.0,35460.0,7,15000.0,14.65,0.42,8.0,583,Approved
29.0,128323.0,1,19400.0,11.01,0.15,6.0,627,Rejected
27.0,128291.0,5,4000.0,11.71,0.03,6.0,505,Rejected
35.0,128173.0,14,15000.0,15.96,0.12,8.0,685,Rejected
33.0,128066.0,10,6000.0,8.49,0.05,8.0,659,Rejected
34.0,128284.0,12,7200.0,7.29,0.06,8.0,626,Rejected
32.0,127918.0,13,12000.0,5.79,0.09,8.0,591,Rejected
31.0,128198.0,8,2400.0,9.63,0.02,6.0,680,Rejected
27.0,128150.0,4,24000.0,13.8,0.19,10.0,604,Rejected
,128197.0,6,10000.0,11.01,0.08,9.0,671,Rejected
28.0,35772.0,10,15000.0,13.48,0.42,8.0,580,Approved
,128116.0,8,15000.0,7.88,0.12,7.0,527,Rejected
31.0,37309.0,11,15000.0,10.0,0.4,6.0,646,Approved
32.0,128267.0,11,10000.0,11.01,0.08,7.0,719,Rejected
34.0,127817.0,14,9000.0,7.88,0.07,6.0,668,Rejected
31.0,128094.0,5,6000.0,10.99,0.05,7.0,665,Rejected
27.0,128602.0,3,16000.0,14.96,0.12,9.0,657,Rejected
28.0,38315.0,5,15000.0,11.83,0.39,9.0,656,Approved
32.0,128271.0,9,20000.0,11.01,0.16,5.0,615,Rejected
29.0,128417.0,7,6000.0,11.01,0.05,7.0,647,Rejected
28.0,129079.0,4,13125.0,7.66,0.1,7.0,541,Rejected
31.0,36589.0,8,5000.0,12.53,0.14,6.0,605,Rejected
35.0,128896.0,14,8325.0,6.99,0.06,10.0,643,Rejected
,128816.0,8,18000.0,6.17,0.14,9.0,692,Rejected
35.0,128922.0,13,14550.0,11.01,0.11,10.0,632,Rejected
35.0,129022.0,12,8000.0,6.92,0.06,9.0,636,Rejected
27.0,39395.0,6,15000.0,11.01,0.38,7.0,636,Approved
30.0,39046.0,9,15000.0,12.42,0.38,5.0,689,Approved
27.0,129203.0,4,35000.0,9.63,0.27,7.0,680,Rejected
29.0,129398.0,4,25000.0,10.99,0.19,5.0,638,Rejected
28.0,40406.0,10,15000.0,11.01,0.37,9.0,563,Approved
30.0,129439.0,7,5000.0,11.01,0.04,7.0,635,Rejected
27.0,40801.0,7,15000.0,6.91,0.37,5.0,688,Approved
27.0,129665.0,4,10800.0,9.63,0.08,5.0,640,Rejected
30.0,129544.0,8,2500.0,10.78,0.02,6.0,669,Rejected
27.0,129303.0,4,11500.0,8.38,0.09,10.0,583,Rejected
32.0,129478.0,9,4200.0,11.71,0.03,8.0,621,Rejected
30.0,129678.0,7,12000.0,13.79,0.09,10.0,642,Rejected
29.0,40953.0,8,2000.0,11.71,0.05,9.0,676,Rejected
29.0,129412.0,6,10000.0,11.01,0.08,10.0,658,Rejected
28.0,129649.0,3,8000.0,6.76,0.06,9.0,648,Rejected
32.0,129825.0,10,25000.0,15.21,0.19,10.0,671,Rejected
32.0,130544.0,11,5200.0,14.65,0.04,8.0,649,Rejected
29.0,41816.0,9,2000.0,14.72,0.05,7.0,708,Rejected
31.0,116437.0,9,25000.0,11.01,0.21,5.0,676,Approved
32.0,130586.0,8,12000.0,11.49,0.09,10.0,655,Rejected
27.0,130454.0,5,21600.0,11.01,0.17,10.0,665,Rejected
28.0,130059.0,7,27400.0,10.99,0.21,7.0,620,Rejected
29.0,42959.0,10,2000.0,9.63,0.05,8.0,663,Rejected
30.0,130695.0,8,5000.0,10.99,0.04,5.0,621,Rejected
33.0,130787.0,10,11500.0,9.99,0.09,7.0,602,Rejected
27.0,116276.0,5,3000.0,14.17,0.03,9.0,603,Approved
27.0,43080.0,2,2000.0,10.99,0.05,10.0,667,Rejected
28.0,130693.0,3,10000.0,10.74,0.08,6.0,546,Rejected
27.0,130888.0,4,13750.0,5.79,0.11,5.0,702,Rejected
34.0,130310.0,10,10000.0,6.91,0.08,6.0,626,Rejected
27.0,130728.0,3,10000.0,6.54,0.08,8.0,635,Rejected
33.0,130688.0,13,7200.0,14.35,0.06,6.0,664,Rejected
29.0,131096.0,9,3500.0,6.76,0.03,5.0,611,Rejected
27.0,43670.0,0,2000.0,11.99,0.05,8.0,604,Rejected
28.0,130612.0,5,5000.0,12.87,0.04,9.0,673,Rejected
35.0,45511.0,12,2000.0,11.26,0.04,10.0,623,Rejected
32.0,130811.0,9,20000.0,12.53,0.15,10.0,708,Rejected
29.0,130856.0,6,11400.0,9.32,0.09,5.0,547,Rejected
29.0,46716.0,6,2000.0,12.87,0.04,9.0,642,Rejected
33.0,116613.0,10,15000.0,14.62,0.13,10.0,681,Approved
29.0,130517.0,8,20000.0,10.59,0.15,7.0,692,Rejected
28.0,130401.0,6,5600.0,13.98,0.04,7.0,692,Rejected
32.0,130853.0,6,9600.0,13.79,0.07,6.0,618,Rejected
35.0,131309.0,13,16000.0,6.99,0.12,5.0,698,Rejected
27.0,131309.0,5,17600.0,7.88,0.13,8.0,660,Rejected
29.0,131655.0,3,22000.0,11.01,0.17,5.0,648,Rejected
27.0,47842.0,6,2000.0,16.07,0.04,7.0,655,Rejected
,131819.0,6,3950.0,6.03,0.03,7.0,688,Rejected
