ID,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
W7949,35.0,36,8.5,8.0,clear,1025.5,11,Autumn,7.0,inland,Sunny
W5417,21.0,86,17.0,73.0,partly cloudy,1018.37,6,Winter,13.0,coastal,Cloudy
W931,28.0,79,7.0,23.0,partly cloudy,1018.36,4,Autumn,8.5,coastal,Cloudy
W10120,31.0,80,10.0,52.0,overcast,1014.84,2,Spring,4.0,inland,Rainy
W2850,29.0,63,0.0,16.0,clear,1017.29,5,Spring,8.0,coastal,Sunny
W2356,24.0,37,7.0,1.0,clear,1016.62,8,Spring,5.5,coastal,Sunny
W9166,10.0,95,10.0,87.0,partly cloudy,1019.46,2,Winter,5.0,inland,Rainy
W8404,-20.0,73,14.0,18.0,cloudy,879.44,13,Summer,0.0,coastal,Snowy
W6864,21.0,60,17.5,84.0,overcast,1018.89,0,Summer,3.0,inland,Rainy
W10669,4.0,44,13.5,36.0,cloudy,1103.75,2,Autumn,4.5,inland,Rainy
W6430,25.0,82,19.5,86.0,overcast,1009.16,2,Spring,2.0,mountain,Rainy
W12575,-3.0,78,15.5,68.0,overcast,996.07,1,Winter,3.5,mountain,Snowy
W2219,-7.0,63,8.0,51.0,overcast,989.17,1,Winter,2.5,mountain,Snowy
W7093,39.0,23,2.0,10.0,clear,1014.5,8,Winter,6.5,coastal,Sunny
W7709,27.0,96,7.5,94.0,overcast,1014.92,3,Summer,5.0,coastal,Rainy
W2516,11.0,61,11.0,82.0,overcast,1018.31,0,Summer,1.5,inland,Rainy
W7924,24.0,104,25.5,79.0,partly cloudy,1005.93,2,Autumn,3.0,coastal,Rainy
W7742,33.0,87,16.5,85.0,overcast,1011.49,1,Summer,1.5,inland,Rainy
W5377,3.0,98,9.0,82.0,partly cloudy,998.41,0,Winter,2.5,mountain,Snowy
W9687,40.0,51,5.5,10.0,clear,1027.11,8,Autumn,5.5,coastal,Sunny
W2537,2.0,73,7.5,65.0,partly cloudy,993.68,0,Winter,2.0,mountain,Snowy
W5427,-2.0,68,10.0,93.0,overcast,985.51,1,Winter,3.0,mountain,Snowy
W5461,1.0,66,17.0,69.0,overcast,991.77,0,Winter,2.0,mountain,Snowy
W2329,-16.0,57,5.5,97.0,overcast,1047.31,9,Summer,11.0,mountain,Rainy
W6404,15.0,63,6.5,29.0,overcast,1019.24,2,Winter,6.0,coastal,Cloudy
W7795,32.0,74,7.5,49.0,overcast,1012.57,2,Summer,6.5,mountain,Cloudy
W9639,-1.0,70,8.0,71.0,partly cloudy,836.81,2,Spring,9.5,coastal,Cloudy
W11776,-9.0,63,6.5,56.0,overcast,988.66,0,Winter,3.5,inland,Snowy
W2906,45.0,96,7.0,92.0,clear,1011.26,4,Summer,3.0,inland,Sunny
W1760,-20.0,89,12.5,106.0,overcast,990.89,5,Winter,1.0,mountain,Snowy
W4348,48.0,39,7.5,99.0,partly cloudy,914.64,2,Winter,15.0,coastal,Sunny
W8566,-5.0,72,17.5,79.0,overcast,987.3,1,Winter,4.5,inland,Snowy
W10802,-4.0,89,10.5,64.0,overcast,993.11,0,Winter,1.0,inland,Snowy
W1660,10.0,92,5.0,56.0,overcast,1006.85,2,Autumn,1.5,inland,Rainy
W2337,11.0,71,4.5,22.0,partly cloudy,1015.06,1,Winter,7.0,mountain,Cloudy
W9802,-11.0,20,7.0,78.0,overcast,842.77,14,Autumn,0.5,mountain,Sunny
W6468,15.0,51,13.0,34.0,overcast,1018.72,2,Summer,8.0,coastal,Cloudy
W11636,30.0,63,9.5,31.0,partly cloudy,1010.42,3,Summer,6.5,inland,Cloudy
W10282,23.0,57,9.0,4.0,clear,1027.74,9,Summer,8.0,coastal,Sunny
W8055,32.0,66,2.0,19.0,partly cloudy,1012.71,2,Summer,8.0,coastal,Cloudy
W4210,-13.0,44,7.0,94.0,cloudy,988.89,11,Spring,2.0,coastal,Rainy
W1134,-5.0,94,14.5,57.0,overcast,999.98,0,Winter,3.5,inland,Snowy
W10839,29.0,25,8.5,4.0,partly cloudy,1026.4,6,Winter,5.0,coastal,Sunny
W5683,34.0,85,13.5,87.0,overcast,1001.87,2,Summer,1.0,inland,Rainy
W10833,4.0,64,2.5,70.0,overcast,997.74,1,Winter,3.0,mountain,Snowy
W2662,36.0,46,0.5,18.0,clear,1015.45,5,Winter,9.0,mountain,Sunny
W973,29.0,65,18.0,91.0,partly cloudy,1010.71,0,Winter,5.0,coastal,Rainy
W1590,25.0,51,7.0,18.0,clear,1028.26,8,Autumn,9.5,inland,Sunny
W8230,28.0,74,5.5,53.0,overcast,1005.49,2,Summer,4.5,coastal,Rainy
W1284,24.0,75,4.0,13.0,partly cloudy,1017.97,3,Autumn,8.5,mountain,Cloudy
W7201,2.0,60,6.5,76.0,overcast,981.66,1,Winter,3.5,mountain,Snowy
W6856,14.0,68,16.0,59.0,partly cloudy,1004.21,0,Spring,3.5,coastal,Rainy
W10233,16.0,66,9.0,71.0,overcast,1006.19,1,Summer,4.5,inland,Rainy
W9095,14.0,53,10.0,29.0,partly cloudy,1018.91,1,Winter,8.5,coastal,Cloudy
W12606,-8.0,93,1.5,55.0,overcast,986.82,1,Winter,2.5,mountain,Snowy
W33,4.0,95,2.5,56.0,overcast,984.63,1,Winter,4.5,inland,Snowy
W7402,28.0,77,15.0,50.0,overcast,1014.51,1,Summer,2.0,inland,Rainy
W9735,0.0,73,13.0,75.0,overcast,997.45,1,Winter,3.0,inland,Snowy
W6710,30.0,52,6.0,27.0,overcast,1013.51,1,Summer,8.5,coastal,Cloudy
W10184,-10.0,93,18.0,63.0,partly cloudy,994.99,0,Winter,5.0,inland,Snowy
W8853,18.0,52,5.0,19.0,partly cloudy,1013.73,1,Summer,9.0,coastal,Cloudy
W3208,-2.0,92,19.5,91.0,overcast,988.06,3,Winter,5.0,mountain,Snowy
W1523,22.0,86,5.5,94.0,overcast,999.78,3,Autumn,1.0,mountain,Rainy
W11395,12.0,51,12.5,10.0,overcast,1016.55,1,Winter,8.5,coastal,Cloudy
W10179,4.0,88,8.0,53.0,overcast,985.4,0,Winter,1.5,mountain,Snowy
W9584,11.0,69,13.5,13.0,partly cloudy,1007.53,2,Winter,6.0,coastal,Cloudy
W184,3.0,90,9.5,87.0,overcast,997.83,0,Winter,2.5,mountain,Snowy
W5828,29.0,41,2.5,11.0,clear,1014.96,9,Autumn,6.0,mountain,Sunny
W7953,33.0,98,12.5,85.0,clear,1025.58,12,Summer,8.5,mountain,Sunny
W3825,2.0,67,16.0,59.0,overcast,996.25,0,Winter,1.5,mountain,Snowy
W8889,21.0,89,8.0,60.0,partly cloudy,1008.81,2,Spring,4.0,inland,Rainy
W942,11.0,61,11.5,99.0,overcast,994.58,1,Summer,4.0,mountain,Rainy
W351,27.0,69,3.0,33.0,overcast,1018.37,4,Spring,6.5,coastal,Cloudy
W11467,-3.0,90,8.0,89.0,overcast,998.93,1,Winter,2.5,inland,Snowy
W11044,22.0,72,13.0,48.0,partly cloudy,1014.35,1,Spring,8.5,mountain,Cloudy
W10626,-8.0,82,20.0,67.0,partly cloudy,998.81,0,Winter,3.5,inland,Snowy
W9791,33.0,67,5.5,16.0,overcast,1014.51,1,Autumn,6.5,mountain,Cloudy
W8949,10.0,52,11.5,36.0,partly cloudy,1019.54,3,Autumn,5.5,inland,Cloudy
W3878,-9.0,86,7.0,87.0,overcast,984.53,1,Winter,4.5,inland,Snowy
W7128,32.0,94,28.0,82.0,partly cloudy,994.93,13,Winter,4.5,mountain,Rainy
W11173,32.0,80,14.5,93.0,partly cloudy,1005.73,1,Spring,5.0,mountain,Rainy
W10279,18.0,58,6.5,43.0,overcast,1011.98,1,Winter,7.5,inland,Cloudy
W7389,-10.0,90,11.5,99.0,partly cloudy,988.71,1,Winter,2.0,mountain,Snowy
W4921,22.0,54,0.5,15.0,clear,1014.4,7,Autumn,6.5,mountain,Sunny
W881,20.0,29,4.5,5.0,clear,1010.43,6,Winter,6.0,mountain,Sunny
W8449,15.0,68,8.5,49.0,partly cloudy,1013.08,1,Winter,6.0,coastal,Cloudy
W6788,42.0,44,6.5,16.0,clear,1010.62,10,Winter,6.5,inland,Sunny
W3085,43.0,50,2.5,2.0,partly cloudy,1016.92,5,Summer,8.0,inland,Sunny
W6631,-9.0,66,8.0,61.0,overcast,994.79,1,Winter,2.0,mountain,Snowy
W5506,-4.0,82,16.5,96.0,overcast,982.8,1,Winter,2.0,inland,Snowy
W12565,24.0,70,2.5,12.0,partly cloudy,1014.71,2,Autumn,8.5,coastal,Cloudy
W5252,2.0,80,28.0,74.0,overcast,999.01,11,Winter,2.5,mountain,Snowy
W528,34.0,79,13.5,89.0,overcast,990.29,0,Summer,2.5,inland,Rainy
W4358,16.0,74,5.0,49.0,partly cloudy,1015.72,1,Autumn,7.5,inland,Cloudy
W5388,-4.0,73,16.0,98.0,overcast,999.05,7,Winter,2.5,inland,Snowy
W7411,44.0,50,4.5,12.0,clear,1011.45,9,Spring,9.0,mountain,Sunny
W7329,25.0,58,3.0,9.0,clear,1024.92,5,Summer,9.5,coastal,Sunny
W4343,11.0,92,7.5,58.0,overcast,991.93,2,Spring,4.0,coastal,Rainy
W1123,16.0,55,2.5,40.0,overcast,1003.02,3,Autumn,7.0,inland,Cloudy
W2760,3.0,74,7.0,69.0,overcast,993.96,0,Winter,4.5,mountain,Snowy
W7001,-5.0,56,0.5,65.0,partly cloudy,936.8,0,Spring,8.0,coastal,Snowy
W13167,26.0,57,2.5,34.0,overcast,1014.82,3,Winter,5.5,mountain,Cloudy
W261,25.0,86,11.0,75.0,overcast,1006.57,0,Autumn,4.0,coastal,Rainy
W3775,24.0,78,12.5,103.0,overcast,1004.42,2,Autumn,4.5,inland,Cloudy
W5051,-2.0,83,17.0,76.0,overcast,980.15,1,Winter,2.5,mountain,Snowy
W4240,-3.0,65,6.0,52.0,overcast,992.2,0,Winter,3.0,mountain,Snowy
W844,3.0,81,9.5,93.0,overcast,982.62,0,Winter,1.5,mountain,Snowy
W1064,30.0,88,12.0,84.0,overcast,1006.2,1,Autumn,2.0,coastal,Rainy
W9505,29.0,57,4.5,6.0,partly cloudy,1014.72,7,Spring,7.0,coastal,Sunny
W11433,6.0,105,7.0,108.0,partly cloudy,986.67,1,Winter,5.0,mountain,Snowy
W7410,53.0,75,6.5,104.0,clear,1014.2,1,Winter,5.5,mountain,Sunny
W5229,23.0,36,4.5,19.0,clear,1016.75,11,Summer,7.0,coastal,Sunny
W12784,20.0,73,14.0,18.0,partly cloudy,1003.02,2,Autumn,6.0,mountain,Cloudy
W1916,33.0,74,7.0,55.0,partly cloudy,1016.64,3,Summer,2.5,inland,Rainy
W5241,27.0,64,5.5,20.0,overcast,1017.53,4,Spring,5.0,coastal,Cloudy
W9645,3.0,109,4.5,85.0,partly cloudy,980.54,8,Winter,2.0,inland,Snowy
W2181,9.0,48,13.5,60.0,partly cloudy,1074.0,12,Autumn,19.0,mountain,Snowy
W3612,25.0,58,15.0,12.0,partly cloudy,1000.72,4,Spring,8.5,coastal,Cloudy
W6223,3.0,92,2.5,61.0,overcast,988.42,0,Winter,2.5,inland,Snowy
W592,-2.0,60,11.0,61.0,overcast,986.79,0,Winter,3.5,inland,Snowy
W2813,16.0,109,39.0,87.0,partly cloudy,1011.38,11,Spring,2.0,inland,Rainy
W10694,10.0,79,11.0,27.0,partly cloudy,1000.37,4,Winter,6.0,inland,Cloudy
W11303,33.0,52,11.5,28.0,overcast,1003.64,4,Winter,7.0,mountain,Cloudy
W172,17.0,72,20.0,56.0,overcast,990.4,0,Summer,4.0,mountain,Rainy
W12687,29.0,59,8.5,8.0,partly cloudy,1012.14,9,Winter,7.0,mountain,Sunny
W2630,25.0,46,7.0,5.0,clear,1025.97,5,Summer,8.5,inland,Sunny
W5142,21.0,56,11.0,47.0,partly cloudy,1019.17,4,Spring,8.0,inland,Cloudy
W3740,17.0,91,15.0,76.0,partly cloudy,1013.57,0,Summer,2.0,mountain,Rainy
W2679,-2.0,71,16.0,83.0,overcast,983.38,0,Winter,3.0,inland,Snowy
W10226,41.0,71,18.5,72.0,partly cloudy,1019.88,14,Summer,4.5,mountain,Cloudy
W7941,-7.0,61,6.0,82.0,overcast,987.47,0,Winter,3.0,mountain,Snowy
W5526,35.0,37,1.5,15.0,partly cloudy,1013.2,7,Spring,8.0,inland,Sunny
W615,12.0,75,19.5,66.0,partly cloudy,1019.53,1,Autumn,4.5,coastal,Rainy
W3196,19.0,53,14.0,10.0,partly cloudy,1018.87,2,Winter,5.5,coastal,Cloudy
W11152,-7.0,79,25.0,75.0,partly cloudy,981.91,14,Winter,1.5,mountain,Snowy
W2614,23.0,37,4.0,16.0,partly cloudy,1017.64,7,Summer,7.0,coastal,Sunny
W3467,21.0,67,9.0,88.0,partly cloudy,1013.69,1,Winter,4.0,mountain,Rainy
W4230,43.0,25,4.5,12.0,clear,1021.52,8,Autumn,9.0,mountain,Sunny
W10789,26.0,72,9.0,69.0,partly cloudy,996.4,3,Winter,4.0,inland,Rainy
W10918,-7.0,98,0.0,101.0,overcast,980.21,1,Winter,0.5,inland,Snowy
W2782,12.0,70,5.0,14.0,partly cloudy,1006.65,4,Spring,7.0,mountain,Cloudy
W1007,39.0,38,8.0,74.0,partly cloudy,1163.16,9,Autumn,15.0,coastal,Cloudy
W9554,10.0,40,8.0,55.0,cloudy,1051.13,8,Winter,16.0,coastal,Rainy
W2269,34.0,74,9.0,57.0,overcast,1005.97,1,Spring,3.0,coastal,Rainy
W11344,10.0,99,17.5,65.0,partly cloudy,999.64,1,Spring,5.0,coastal,Rainy
W8543,30.0,64,14.0,25.0,overcast,1005.25,3,Winter,5.5,inland,Cloudy
W7747,4.0,81,16.5,88.0,overcast,995.89,0,Winter,3.0,inland,Snowy
W8878,22.0,47,0.5,3.0,clear,1018.52,11,Summer,9.5,mountain,Sunny
W7935,23.0,74,19.5,92.0,overcast,998.93,1,Winter,2.0,inland,Rainy
W2268,-7.0,64,10.5,69.0,cloudy,908.14,13,Spring,4.0,inland,Rainy
W10556,20.0,55,8.0,33.0,overcast,1015.61,1,Autumn,7.0,coastal,Cloudy
W12969,31.0,21,5.5,12.0,clear,1022.98,6,Autumn,5.5,inland,Sunny
W3861,38.0,90,35.0,71.0,overcast,1014.97,2,Spring,1.0,coastal,Rainy
W4519,29.0,95,18.5,68.0,partly cloudy,1013.94,0,Autumn,4.5,coastal,Rainy
W12229,12.0,75,17.5,71.0,overcast,1002.27,1,Summer,2.0,inland,Rainy
W8197,0.0,74,12.0,89.0,overcast,990.36,1,Winter,1.5,mountain,Snowy
W13081,-5.0,62,10.5,53.0,overcast,988.14,1,Winter,1.5,mountain,Snowy
W6099,3.0,78,8.0,63.0,overcast,981.17,0,Winter,2.5,mountain,Snowy
W2839,42.0,27,8.0,16.0,partly cloudy,1022.78,10,Summer,10.0,inland,Sunny
W12785,21.0,60,12.0,38.0,partly cloudy,1002.29,1,Winter,6.5,inland,Cloudy
W9165,26.0,56,3.5,1.0,partly cloudy,1017.04,10,Autumn,8.0,mountain,Sunny
W8202,7.0,27,7.5,74.0,overcast,814.28,3,Spring,5.0,inland,Cloudy
W9249,14.0,67,19.0,65.0,overcast,1001.92,2,Autumn,3.5,mountain,Rainy
W4532,24.0,39,2.0,10.0,clear,1013.21,10,Spring,8.5,coastal,Sunny
W2429,32.0,75,11.5,84.0,overcast,994.01,2,Autumn,2.5,inland,Rainy
W13059,23.0,87,9.5,67.0,overcast,1015.28,0,Spring,3.0,inland,Rainy
W7591,-4.0,70,13.5,75.0,overcast,983.89,0,Winter,4.5,mountain,Snowy
W1799,27.0,102,5.5,74.0,partly cloudy,1016.58,6,Spring,6.0,inland,Cloudy
W5367,-10.0,78,16.0,76.0,overcast,982.31,1,Winter,2.5,mountain,Snowy
W8515,24.0,86,19.5,87.0,partly cloudy,1017.97,2,Summer,2.5,coastal,Rainy
W11412,26.0,30,1.0,54.0,overcast,1081.77,4,Spring,4.5,inland,Rainy
W4005,37.0,97,22.5,98.0,clear,1022.28,12,Summer,4.5,inland,Sunny
W13119,13.0,67,6.0,56.0,partly cloudy,1006.76,2,Summer,2.5,coastal,Rainy
W12774,36.0,68,3.5,11.0,partly cloudy,1023.75,5,Autumn,9.5,coastal,Sunny
W885,17.0,65,7.0,64.0,partly cloudy,1004.05,0,Spring,4.0,mountain,Rainy
W12474,18.0,102,15.0,104.0,clear,1018.3,5,Autumn,5.0,coastal,Sunny
W10725,-4.0,48,3.5,18.0,cloudy,1026.96,14,Autumn,7.0,inland,Cloudy
W2501,39.0,79,11.5,100.0,overcast,1005.63,9,Winter,9.0,mountain,Cloudy
W11878,29.0,56,4.5,9.0,partly cloudy,1024.47,5,Spring,10.0,coastal,Sunny
W6174,26.0,27,6.0,18.0,clear,1024.09,5,Autumn,6.0,mountain,Sunny
W5688,44.0,90,2.5,82.0,partly cloudy,1012.0,12,Winter,8.5,mountain,Cloudy
W879,-6.0,80,1.5,74.0,overcast,999.42,13,Winter,4.5,inland,Snowy
W12818,-3.0,76,19.0,99.0,overcast,992.77,0,Winter,2.5,inland,Snowy
W8310,-10.0,87,15.5,63.0,partly cloudy,985.52,1,Winter,2.5,mountain,Snowy
W11081,33.0,55,2.0,31.0,partly cloudy,1010.26,3,Summer,6.5,mountain,Cloudy
W12821,26.0,52,7.5,12.0,clear,1025.6,7,Summer,9.0,coastal,Sunny
W4203,25.0,74,16.0,65.0,overcast,995.54,1,Spring,2.5,coastal,Rainy
W8792,39.0,44,6.5,14.0,clear,1022.23,10,Spring,8.5,mountain,Sunny
W11835,18.0,64,1.5,24.0,cloudy,1166.92,2,Winter,1.5,mountain,Snowy
W11547,19.0,56,5.0,12.0,partly cloudy,1014.2,1,Winter,8.0,mountain,Cloudy
W8327,26.0,60,14.0,30.0,overcast,1019.34,3,Spring,6.5,mountain,Cloudy
W10372,23.0,90,17.0,94.0,partly cloudy,1017.47,0,Winter,1.0,coastal,Rainy
W979,30.0,48,7.0,18.0,clear,1010.23,9,Summer,10.0,coastal,Sunny
W105,22.0,65,6.0,14.0,partly cloudy,1010.17,8,Autumn,7.0,coastal,Sunny
W3073,-7.0,87,0.0,98.0,overcast,996.15,1,Winter,4.0,mountain,Snowy
W9946,20.0,87,6.0,55.0,partly cloudy,1002.32,3,Spring,1.0,inland,Rainy
W8829,-8.0,109,7.0,89.0,partly cloudy,981.01,5,Winter,6.5,inland,Snowy
W9565,60.0,97,12.0,109.0,partly cloudy,1020.01,5,Winter,7.5,inland,Sunny
W8996,26.0,58,6.5,14.0,partly cloudy,1013.8,10,Summer,9.5,coastal,Sunny
W9473,3.0,89,1.5,56.0,overcast,996.99,1,Winter,3.0,mountain,Snowy
W1341,26.0,58,1.0,19.0,partly cloudy,1013.17,9,Spring,6.0,coastal,Sunny
W13107,33.0,78,11.5,21.0,partly cloudy,1014.6,2,Autumn,5.0,mountain,Cloudy
W10944,13.0,73,0.5,17.0,overcast,1010.68,2,Summer,8.0,inland,Cloudy
W10292,22.0,74,14.5,64.0,overcast,994.38,0,Summer,4.0,mountain,Rainy
W12024,-9.0,90,10.0,98.0,partly cloudy,996.55,0,Winter,1.5,mountain,Snowy
W9050,11.0,61,13.0,40.0,partly cloudy,1001.02,2,Winter,7.5,mountain,Cloudy
W10235,5.0,74,27.0,71.0,overcast,984.53,0,Winter,3.0,inland,Snowy
W10077,1.0,41,4.5,74.0,partly cloudy,1110.75,4,Summer,16.5,mountain,Sunny
W4869,28.0,56,6.0,24.0,partly cloudy,1009.73,2,Winter,7.0,mountain,Cloudy
W1066,43.0,92,14.0,72.0,clear,1027.92,10,Summer,4.5,inland,Sunny
W2964,17.0,95,43.5,86.0,partly cloudy,1001.17,4,Winter,0.5,mountain,Rainy
W12235,29.0,39,4.5,15.0,clear,1018.76,5,Winter,8.5,coastal,Sunny
W9318,32.0,57,9.0,8.0,clear,1028.8,11,Spring,8.0,inland,Sunny
W1790,26.0,64,8.0,4.0,clear,1020.86,9,Summer,9.5,inland,Sunny
W2747,-9.0,88,5.0,96.0,partly cloudy,992.04,1,Winter,3.0,inland,Snowy
W1220,22.0,86,17.0,65.0,overcast,1018.21,0,Winter,1.0,coastal,Rainy
W1542,14.0,75,4.0,10.0,partly cloudy,1000.16,4,Autumn,6.0,mountain,Cloudy
W4546,22.0,85,6.5,94.0,overcast,1008.01,2,Spring,4.0,mountain,Rainy
W7491,11.0,65,0.5,17.0,partly cloudy,1014.35,2,Summer,7.5,mountain,Cloudy
W3294,27.0,60,11.5,67.0,partly cloudy,999.61,9,Summer,1.5,mountain,Sunny
W5568,23.0,22,0.5,12.0,partly cloudy,1027.46,7,Winter,6.5,inland,Sunny
W10467,28.0,93,10.0,76.0,clear,1021.73,9,Summer,1.0,coastal,Sunny
W4811,24.0,70,6.0,43.0,partly cloudy,1003.91,1,Summer,8.5,inland,Cloudy
W740,24.0,63,14.5,47.0,partly cloudy,1016.18,1,Spring,5.5,mountain,Cloudy
W5395,43.0,89,18.5,79.0,clear,1016.54,2,Autumn,8.0,coastal,Sunny
W903,0.0,102,19.5,85.0,overcast,988.97,12,Winter,5.0,mountain,Snowy
W12732,28.0,76,9.0,13.0,partly cloudy,1010.43,2,Summer,8.5,coastal,Cloudy
W9733,-8.0,83,17.0,90.0,overcast,995.76,1,Winter,4.0,mountain,Snowy
W10218,18.0,77,13.5,31.0,partly cloudy,1008.48,2,Summer,6.5,coastal,Cloudy
W4027,-6.0,64,18.5,85.0,overcast,995.3,1,Winter,1.5,inland,Snowy
W3537,25.0,40,9.5,14.0,clear,1026.38,6,Autumn,7.5,inland,Sunny
W9116,21.0,68,10.5,97.0,overcast,1016.13,0,Autumn,3.0,coastal,Rainy
W8971,27.0,36,9.5,19.0,overcast,840.99,6,Autumn,16.0,inland,Sunny
W12933,22.0,61,13.5,16.0,partly cloudy,1006.3,1,Spring,7.5,mountain,Cloudy
W10561,44.0,67,8.0,16.0,clear,1028.69,6,Spring,8.0,mountain,Sunny
W12920,12.0,70,4.5,47.0,partly cloudy,1003.79,1,Autumn,5.5,mountain,Cloudy
W4929,2.0,75,7.5,105.0,overcast,986.74,10,Winter,1.0,mountain,Snowy
W10722,-6.0,61,20.0,75.0,partly cloudy,990.26,0,Winter,3.0,inland,Snowy
W6302,-5.0,80,32.5,82.0,overcast,981.81,12,Winter,1.0,inland,Snowy
W6787,24.0,62,4.0,11.0,partly cloudy,1006.02,4,Spring,9.0,coastal,Cloudy
W6069,10.0,64,11.0,57.0,partly cloudy,896.76,3,Spring,19.0,mountain,Sunny
W9361,0.0,62,9.0,55.0,overcast,989.6,1,Winter,2.5,mountain,Snowy
W7149,-3.0,68,5.0,67.0,overcast,986.52,0,Winter,3.0,mountain,Snowy
W7790,36.0,48,2.0,12.0,partly cloudy,1027.45,10,Autumn,8.0,inland,Sunny
W4756,11.0,79,16.5,101.0,partly cloudy,990.82,11,Spring,0.5,coastal,Rainy
W5735,0.0,77,2.0,82.0,overcast,984.62,0,Winter,2.5,inland,Snowy
W7289,4.0,64,0.5,63.0,overcast,985.7,1,Winter,3.5,mountain,Snowy
W5109,11.0,79,6.5,41.0,partly cloudy,1017.28,3,Spring,7.5,inland,Cloudy
W7956,44.0,76,18.5,105.0,overcast,1005.66,11,Winter,3.0,mountain,Rainy
W7737,40.0,24,7.0,11.0,clear,1016.92,11,Summer,5.0,inland,Sunny
W480,31.0,106,30.0,76.0,overcast,1001.99,0,Summer,8.0,coastal,Cloudy
W12072,-2.0,74,18.5,95.0,overcast,980.67,1,Winter,2.5,mountain,Snowy
W3063,24.0,56,1.5,40.0,overcast,1018.87,2,Autumn,7.5,inland,Cloudy
W9871,48.0,94,14.5,90.0,partly cloudy,1013.84,0,Spring,3.0,inland,Cloudy
W8439,-9.0,93,6.5,86.0,overcast,990.55,8,Winter,1.5,inland,Snowy
W12710,21.0,58,13.0,22.0,overcast,1017.15,2,Winter,7.0,inland,Cloudy
W10449,59.0,75,13.0,79.0,clear,1025.4,3,Summer,8.5,mountain,Sunny
W2992,13.0,75,7.0,16.0,overcast,1017.22,4,Winter,6.0,mountain,Cloudy
W5210,2.0,88,14.0,96.0,overcast,984.93,0,Winter,4.5,mountain,Snowy
W6715,19.0,62,1.0,42.0,overcast,1001.33,1,Spring,8.0,coastal,Cloudy
W5514,29.0,43,3.5,7.0,clear,1016.03,7,Summer,5.0,inland,Sunny
W11085,24.0,56,2.5,14.0,partly cloudy,1012.4,1,Autumn,7.5,inland,Cloudy
W6744,-9.0,62,8.0,63.0,overcast,983.09,0,Winter,3.0,mountain,Snowy
W9610,20.0,51,6.5,64.0,partly cloudy,807.2,14,Summer,9.0,coastal,Sunny
W12413,25.0,28,8.5,11.0,partly cloudy,1026.31,11,Summer,10.0,coastal,Sunny
W4299,21.0,92,5.0,73.0,partly cloudy,997.71,2,Spring,3.0,mountain,Rainy
W2961,48.0,100,21.0,93.0,overcast,1002.43,12,Spring,2.0,coastal,Rainy
W7253,30.0,52,6.5,19.0,clear,1022.13,9,Summer,5.5,inland,Sunny
W6145,3.0,73,14.0,93.0,overcast,989.23,1,Winter,3.5,inland,Snowy
W5411,23.0,99,7.0,56.0,overcast,993.28,1,Summer,1.5,coastal,Rainy
W3792,1.0,105,25.0,78.0,partly cloudy,991.37,2,Winter,0.5,mountain,Snowy
W8152,4.0,87,4.5,66.0,overcast,998.15,1,Winter,1.0,inland,Snowy
W6132,14.0,99,6.5,54.0,partly cloudy,991.63,3,Summer,1.5,mountain,Rainy
W1333,4.0,91,6.0,99.0,overcast,989.59,0,Winter,4.5,mountain,Snowy
W10811,-5.0,96,10.0,70.0,overcast,999.82,0,Winter,3.5,mountain,Snowy
W7616,-17.0,31,8.5,26.0,partly cloudy,1003.68,1,Winter,19.0,inland,Cloudy
W8363,15.0,66,6.5,73.0,overcast,992.08,1,Summer,1.5,inland,Rainy
W12543,42.0,56,5.0,2.0,clear,1028.09,10,Summer,8.0,coastal,Sunny
W10697,21.0,99,14.0,78.0,overcast,1012.46,0,Spring,2.5,coastal,Rainy
W5455,20.0,89,17.5,80.0,partly cloudy,995.84,1,Winter,3.5,coastal,Rainy
W8779,29.0,91,17.0,52.0,overcast,1018.71,1,Autumn,4.0,coastal,Rainy
W2874,-1.0,62,15.0,72.0,overcast,984.87,1,Winter,3.5,inland,Snowy
W9832,0.0,72,14.5,85.0,overcast,985.71,14,Winter,4.5,inland,Snowy
W7639,33.0,80,9.0,80.0,overcast,1003.76,1,Autumn,3.5,mountain,Rainy
W3965,24.0,41,3.5,17.0,clear,1011.95,7,Summer,6.0,coastal,Sunny
W6448,44.0,51,3.5,36.0,partly cloudy,876.32,8,Winter,9.5,mountain,Snowy
W10298,-9.0,89,17.0,87.0,overcast,980.71,0,Winter,1.5,inland,Snowy
W7349,35.0,49,3.0,6.0,partly cloudy,1015.29,5,Autumn,10.0,coastal,Sunny
W4701,31.0,73,9.0,89.0,overcast,1014.63,3,Autumn,1.5,inland,Rainy
W6919,16.0,69,7.5,57.0,overcast,1017.01,2,Spring,2.5,inland,Rainy
W10913,12.0,85,16.0,87.0,overcast,991.47,0,Winter,4.0,mountain,Rainy
W9678,37.0,64,1.5,9.0,partly cloudy,1025.64,9,Winter,8.0,coastal,Sunny
W1073,33.0,30,4.5,10.0,clear,1025.84,5,Winter,5.5,mountain,Sunny
W8974,31.0,78,13.0,10.0,overcast,1018.54,4,Spring,5.5,mountain,Cloudy
W7299,17.0,71,10.5,75.0,overcast,1012.6,0,Summer,2.0,mountain,Rainy
W8192,54.0,83,20.5,81.0,clear,1014.34,0,Autumn,6.0,mountain,Sunny
W11529,29.0,66,8.0,76.0,overcast,1012.9,0,Winter,4.0,inland,Rainy
