CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
695,Spain,Male,32,9,0.0,3,0,1,38533.79,0,0,4,GOLD,475
672,France,Female,43,4,92599.55,2,1,1,167336.78,0,0,4,GOLD,274
632,France,Male,38,4,0.0,2,0,0,192505.62,0,0,5,DIAMOND,694
494,France,Male,30,3,85704.95,1,0,1,27886.06,0,0,2,PLATINUM,520
609,France,Male,26,10,126392.18,1,0,1,43651.49,0,0,1,GOLD,494
597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0,0,4,DIAMOND,486
689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0,5,GOLD,964
583,France,Male,39,1,129299.28,2,1,0,73107.6,0,0,1,DIAMOND,378
648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0,0,4,PLATINUM,842
765,France,Male,51,3,123372.3,1,1,1,115429.32,0,0,4,SILVER,259
458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0,5,DIAMOND,466
821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0,0,5,GOLD,798
758,France,Female,33,7,0.0,1,1,0,188156.34,0,0,1,GOLD,816
594,Spain,Female,49,2,126615.94,2,0,1,123214.74,0,0,3,DIAMOND,650
514,France,Male,26,1,0.0,2,0,0,121551.93,0,0,4,DIAMOND,885
764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0,0,2,GOLD,915
850,France,Male,32,4,0.0,1,1,1,180622.02,0,0,2,GOLD,818
735,France,Male,34,1,141796.43,1,1,0,45858.49,0,0,4,GOLD,602
570,France,Female,33,8,0.0,1,1,1,124641.42,0,0,5,PLATINUM,943
654,France,Male,29,2,91955.61,1,1,0,37065.66,0,0,2,DIAMOND,375
648,France,Male,32,0,0.0,1,0,1,117323.31,0,0,4,SILVER,674
525,Spain,Female,30,5,0.0,2,0,1,149195.44,0,0,4,SILVER,802
850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,0,5,SILVER,396
567,France,Male,38,6,127678.8,2,0,0,45422.89,0,0,1,GOLD,871
594,France,Male,35,2,133853.27,1,1,1,65361.66,0,0,1,GOLD,722
738,Spain,Male,36,5,0.0,2,1,1,96881.32,0,0,1,GOLD,856
659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0,3,SILVER,391
594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0,0,3,PLATINUM,285
514,Spain,Male,66,9,0.0,2,1,1,14234.31,0,0,5,PLATINUM,383
624,France,Male,44,3,0.0,2,1,0,88407.51,0,0,2,SILVER,983
644,France,Male,31,5,0.0,2,1,1,41872.17,0,0,4,GOLD,782
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0,5,GOLD,419
612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,0,5,PLATINUM,288
633,France,Female,26,8,124281.84,1,1,1,60116.57,0,0,3,DIAMOND,663
642,Spain,Male,34,8,0.0,1,1,0,72085.1,0,0,3,GOLD,323
576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,0,3,SILVER,291
834,France,Female,28,6,0.0,1,1,0,74287.53,0,0,2,PLATINUM,397
665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,0,5,PLATINUM,870
664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0,0,2,PLATINUM,315
722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0,0,5,PLATINUM,659
647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0,0,1,DIAMOND,364
668,France,Female,35,6,102482.76,1,1,1,53994.64,0,0,3,SILVER,421
556,Germany,Female,31,1,128663.81,2,1,0,125083.29,0,0,4,PLATINUM,876
728,France,Male,34,4,106328.08,1,1,0,88680.65,0,0,5,GOLD,709
627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0,0,2,DIAMOND,621
559,France,Male,29,1,0.0,2,0,0,155639.76,0,0,1,DIAMOND,839
778,France,Female,65,7,0.0,1,1,1,77867.23,0,0,1,DIAMOND,656
625,France,Male,34,6,0.0,2,0,0,197283.2,0,0,5,PLATINUM,503
747,France,Male,41,5,0.0,2,1,1,22750.17,0,0,3,DIAMOND,339
739,France,Male,40,4,0.0,2,0,0,173321.65,0,0,4,GOLD,804
757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0,0,2,DIAMOND,871
494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,0,5,GOLD,794
510,France,Female,30,0,0.0,2,1,1,130553.47,0,0,2,DIAMOND,430
572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,0,4,GOLD,951
578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0,0,3,SILVER,908
658,France,Male,29,4,80262.6,1,1,1,20612.82,0,0,2,GOLD,420
501,Germany,Male,25,6,104013.79,1,1,0,114774.35,0,0,5,PLATINUM,629
542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,0,1,SILVER,522
774,France,Female,36,9,114997.42,1,1,0,75304.09,0,0,2,DIAMOND,244
680,France,Female,43,4,0.0,2,1,1,58761.33,0,0,1,SILVER,528
634,Spain,Female,36,1,0.0,1,1,1,143960.72,0,0,3,GOLD,972
523,France,Male,45,5,0.0,2,1,1,121428.2,0,0,2,SILVER,386
850,France,Male,40,8,102800.65,1,1,0,60811.56,0,0,3,DIAMOND,833
704,France,Male,44,3,0.0,2,0,1,152884.85,0,0,5,DIAMOND,323
710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0,0,5,DIAMOND,890
589,France,Female,46,10,107238.85,2,1,0,37024.28,0,0,5,GOLD,276
850,Spain,Male,37,2,0.0,2,1,0,119969.99,0,0,2,DIAMOND,272
655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0,0,5,PLATINUM,241
666,France,Female,27,1,85225.21,1,0,1,64511.44,0,0,4,SILVER,871
628,France,Male,30,8,89182.09,1,1,1,13126.9,0,0,3,GOLD,228
516,France,Male,51,8,120124.35,2,0,1,168773.54,0,0,2,PLATINUM,286
775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0,0,1,GOLD,538
710,Spain,Male,23,6,0.0,2,1,1,134188.11,0,0,4,SILVER,416
654,France,Female,35,2,90865.8,1,1,1,86764.46,0,0,5,GOLD,647
619,France,Male,39,5,0.0,2,1,1,158444.61,0,0,1,SILVER,527
683,France,Female,42,8,0.0,2,0,1,198134.9,0,0,1,PLATINUM,919
648,Germany,Female,42,8,121980.56,2,1,0,4027.02,0,0,1,GOLD,238
812,France,Male,44,4,115049.15,2,1,0,165038.41,0,0,2,DIAMOND,223
659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0,0,5,SILVER,417
654,France,Male,37,6,83568.55,1,1,0,47046.72,0,0,3,GOLD,752
586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0,5,PLATINUM,635
624,France,Male,36,6,0.0,2,0,0,84635.64,0,0,5,DIAMOND,813
634,France,Male,77,5,0.0,2,1,1,161579.85,0,0,5,PLATINUM,398
718,France,Male,48,9,0.0,2,1,1,72105.63,0,0,2,DIAMOND,573
728,France,Male,33,8,129907.63,1,0,1,36083.96,0,0,2,GOLD,913
700,France,Female,27,6,137963.07,1,0,0,8996.79,0,0,1,GOLD,781
717,France,Female,76,9,138489.66,1,1,1,68400.14,0,0,2,GOLD,860
645,France,Female,38,7,59568.57,1,1,1,167723.25,0,0,3,GOLD,902
642,Germany,Male,30,8,134497.27,1,0,0,43250.54,0,0,3,GOLD,999
706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0,0,3,DIAMOND,536
661,France,Female,31,7,144162.3,2,1,1,14490.79,0,0,5,PLATINUM,410
564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0,0,1,DIAMOND,741
741,Spain,Male,53,3,0.0,2,1,1,38913.68,0,0,3,GOLD,245
676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,0,2,GOLD,855
636,France,Female,34,3,0.0,2,1,1,44756.25,0,0,5,SILVER,524
767,Spain,Male,31,6,0.0,2,1,1,195668.0,0,0,1,PLATINUM,244
689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0,0,5,SILVER,730
539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0,0,2,SILVER,327
749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0,0,2,GOLD,283
605,Spain,Female,36,9,0.0,2,0,1,35521.63,0,0,2,DIAMOND,825
588,France,Male,38,1,124271.26,1,1,0,75969.19,0,0,3,DIAMOND,922
799,France,Female,32,3,106045.92,2,1,1,17938.0,0,0,2,SILVER,535
719,Spain,Male,39,5,0.0,2,1,0,145759.7,0,0,1,SILVER,337
540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,0,2,GOLD,540
662,France,Female,37,6,0.0,2,1,0,51229.17,0,0,5,PLATINUM,526
688,France,Male,20,8,137624.4,2,1,1,197582.79,0,0,4,GOLD,742
646,France,Female,51,4,101629.3,1,0,0,130541.1,0,0,5,SILVER,639
613,France,Male,40,7,124339.9,1,0,0,193309.58,0,0,3,DIAMOND,611
757,France,Male,47,3,130747.1,1,1,0,143829.54,0,0,1,SILVER,303
555,France,Male,30,1,0.0,2,0,0,88146.86,0,0,1,DIAMOND,561
837,France,Male,26,4,89900.24,2,1,0,175477.03,0,0,2,DIAMOND,265
634,France,Female,37,7,51582.5,2,1,1,184312.88,0,0,5,GOLD,902
765,France,Male,43,9,157960.49,2,0,0,136602.8,0,0,1,PLATINUM,335
770,France,Male,31,3,155047.56,2,1,1,186064.34,0,0,4,DIAMOND,948
813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,4,SILVER,691
678,France,Male,43,5,102338.19,1,1,1,79649.62,0,0,3,PLATINUM,859
794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0,0,4,PLATINUM,441
758,Spain,Female,43,10,0.0,2,1,1,55313.44,0,0,2,GOLD,995
528,France,Male,31,6,102016.72,2,0,0,80181.12,0,0,3,GOLD,264
640,France,Female,31,9,138857.59,1,1,0,48640.77,0,0,1,SILVER,686
490,France,Male,29,4,0.0,2,1,0,32089.57,0,0,4,SILVER,824
516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,0,2,DIAMOND,528
497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,0,1,SILVER,525
543,France,Female,31,4,138317.94,1,0,0,61843.73,0,0,4,PLATINUM,759
498,Germany,Male,35,2,121968.11,2,0,1,188343.05,0,0,1,GOLD,563
486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0,3,PLATINUM,408
689,France,Female,29,1,77556.79,2,1,1,122998.26,0,0,2,SILVER,693
699,France,Male,39,2,109724.38,1,1,1,180022.39,0,0,2,GOLD,412
711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0,0,4,SILVER,862
593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0,0,3,GOLD,814
801,France,Male,38,5,0.0,2,1,0,66256.27,0,0,3,PLATINUM,940
639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0,0,2,DIAMOND,260
734,France,Female,40,9,176914.8,1,1,1,12799.23,0,0,4,PLATINUM,720
543,France,Male,43,9,0.0,2,1,1,78858.07,0,0,5,SILVER,380
641,France,Female,42,7,125437.14,2,0,0,164128.58,0,0,3,PLATINUM,551
705,France,Female,48,0,0.0,2,0,0,149772.61,0,0,1,SILVER,587
622,Spain,Male,37,4,0.0,2,1,0,4459.5,0,0,3,PLATINUM,882
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0,0,5,SILVER,640
653,Spain,Female,38,9,149571.94,1,1,0,118383.18,0,0,1,SILVER,896
642,France,Female,40,7,0.0,2,1,0,183963.34,0,0,1,PLATINUM,882
640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0,0,2,DIAMOND,599
735,France,Male,55,6,134140.68,1,1,0,2267.88,0,0,4,DIAMOND,425
735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0,0,2,PLATINUM,708
552,France,Female,41,9,124349.34,1,1,0,135635.25,0,0,3,DIAMOND,539
772,France,Male,23,2,0.0,2,1,0,18364.19,0,0,3,GOLD,407
647,Spain,Female,29,2,0.0,2,1,0,179032.68,0,0,1,DIAMOND,373
507,France,Female,31,0,106942.08,1,0,1,44001.11,0,0,2,PLATINUM,817
731,France,Female,36,6,0.0,1,0,0,152128.36,0,0,1,PLATINUM,688
688,France,Female,32,5,0.0,2,0,1,177607.77,0,0,2,SILVER,864
723,France,Male,30,3,124119.54,1,1,0,162198.32,0,0,4,PLATINUM,945
594,France,Male,23,5,156267.59,1,1,0,160968.44,0,0,2,GOLD,871
850,France,Male,68,5,169445.4,1,1,1,186335.07,0,0,4,PLATINUM,618
540,France,Male,41,3,0.0,2,1,0,121098.65,0,0,2,GOLD,781
613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0,0,2,GOLD,583
684,France,Female,26,5,87098.91,1,0,0,106095.82,0,0,5,PLATINUM,894
824,Spain,Female,38,3,0.0,2,1,0,192800.25,0,0,5,PLATINUM,340
800,Spain,Male,38,9,0.0,1,1,0,78744.39,0,0,2,DIAMOND,350
609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0,0,3,PLATINUM,922
553,Germany,Male,35,2,158584.28,2,1,0,43640.16,0,0,1,GOLD,241
486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0,0,1,GOLD,882
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,0,3,DIAMOND,880
586,Germany,Male,32,1,149814.54,1,1,0,31830.06,0,0,3,GOLD,507
746,France,Male,36,7,142400.77,1,1,1,193438.69,0,0,4,DIAMOND,452
645,Spain,Male,49,8,0.0,2,1,0,162012.6,0,0,4,DIAMOND,503
719,France,Female,54,7,0.0,2,1,1,125041.52,0,0,4,DIAMOND,619
689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,0,1,PLATINUM,623
650,France,Male,37,9,0.0,2,1,0,17974.08,0,0,2,SILVER,994
726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,0,1,GOLD,860
655,France,Male,38,4,0.0,2,0,0,110527.71,0,0,1,GOLD,437
807,Germany,Female,60,1,72948.58,2,1,1,17355.36,0,0,1,PLATINUM,375
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0,5,PLATINUM,763
850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0,3,GOLD,801
470,Spain,Male,34,9,0.0,2,0,1,89013.67,0,0,4,DIAMOND,568
836,Germany,Female,32,4,109196.67,2,1,0,55218.02,0,0,4,DIAMOND,246
688,Germany,Female,34,9,91025.58,2,0,1,163783.0,0,0,4,SILVER,985
652,France,Female,32,2,0.0,2,1,0,54628.11,0,0,3,GOLD,843
712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0,0,2,GOLD,583
581,Spain,Male,49,10,0.0,2,0,0,41623.59,0,0,1,GOLD,242
850,France,Female,35,9,0.0,2,0,0,25329.48,0,0,1,SILVER,998
626,Spain,Male,26,8,0.0,2,0,0,191420.71,0,0,4,PLATINUM,701
738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,0,5,SILVER,865
578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,0,2,DIAMOND,594
554,France,Female,45,6,0.0,2,1,1,181204.5,0,0,3,DIAMOND,802
717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,0,3,DIAMOND,988
655,France,Female,38,6,0.0,1,1,1,188639.28,0,0,3,SILVER,333
532,France,Male,60,5,76705.87,2,0,1,13889.73,0,0,5,GOLD,753
832,Germany,Female,40,9,107648.94,2,1,1,134638.97,0,0,2,PLATINUM,583
612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0,0,4,GOLD,295
760,Germany,Male,29,5,103607.24,2,0,1,86334.64,0,0,2,GOLD,588
557,France,Female,24,4,0.0,1,0,0,20515.72,0,0,5,GOLD,532
821,Germany,Male,42,3,87807.29,2,1,1,64613.81,0,0,2,SILVER,716
616,France,Female,31,8,0.0,1,0,1,76456.17,0,0,5,SILVER,675
797,France,Male,29,1,0.0,1,0,1,149991.32,0,0,5,GOLD,752
605,France,Male,33,9,128152.82,1,0,0,147822.81,0,0,1,DIAMOND,432
688,France,Female,38,7,123544.21,1,1,1,157664.02,0,0,4,PLATINUM,868
514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0,4,DIAMOND,583
791,France,Female,52,7,0.0,1,1,1,122782.5,0,0,2,DIAMOND,450
618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,0,1,SILVER,812
623,France,Female,57,7,71481.79,2,1,1,84421.34,0,0,3,DIAMOND,847
598,France,Female,32,4,111156.52,1,1,1,167376.26,0,0,1,SILVER,219
850,France,Female,81,1,0.0,2,1,1,59568.24,0,0,3,GOLD,886
775,Germany,Female,33,1,118897.1,2,1,1,26362.4,0,0,2,SILVER,253
529,France,Female,29,8,0.0,2,1,0,19842.11,0,0,3,SILVER,476
646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0,0,2,GOLD,701
846,France,Female,38,5,0.0,1,1,1,187616.16,0,0,3,PLATINUM,225
850,Germany,Male,41,1,176958.46,2,0,1,125806.3,0,0,2,GOLD,751
582,France,Female,39,1,132077.48,2,1,0,192255.15,0,0,3,GOLD,348
756,France,Female,28,6,0.0,1,1,1,164394.65,0,0,2,SILVER,458
633,France,Female,44,7,0.0,2,1,0,29761.29,0,0,2,SILVER,627
473,France,Female,35,6,69617.36,1,1,0,143345.69,0,0,1,PLATINUM,959
557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0,0,1,GOLD,888
730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0,0,4,PLATINUM,856
601,Germany,Male,43,3,141859.12,2,1,1,111249.62,0,0,5,GOLD,799
473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0,0,1,PLATINUM,628
511,France,Female,31,5,137411.29,1,0,1,161854.98,0,0,3,PLATINUM,644
585,France,Female,67,5,113978.97,2,0,1,93146.11,0,0,5,SILVER,580
612,France,Female,38,1,0.0,2,1,1,9209.21,0,0,2,SILVER,673
582,Spain,Male,33,6,0.0,2,0,1,72970.93,0,0,4,DIAMOND,475
591,France,Male,33,9,131765.72,1,1,0,118782.06,0,0,5,GOLD,597
719,Spain,Male,44,2,0.0,2,1,0,196582.19,0,0,5,GOLD,660
745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,0,3,SILVER,848
653,France,Female,31,7,102575.04,1,1,1,11043.54,0,0,5,GOLD,283
645,France,Male,45,6,155417.61,1,0,1,3449.22,0,0,3,PLATINUM,810
709,France,Female,37,9,0.0,2,1,0,16733.59,0,0,5,GOLD,775
557,France,Female,46,4,96173.17,2,1,1,116378.31,0,0,5,GOLD,689
757,France,Male,46,0,0.0,2,1,0,37460.05,0,0,5,DIAMOND,748
644,France,Female,40,10,139180.97,1,1,1,19959.67,0,0,3,PLATINUM,898
524,France,Male,29,7,0.0,2,1,1,105448.74,0,0,3,PLATINUM,717
634,France,Male,26,8,0.0,1,1,0,21760.96,0,0,4,DIAMOND,783
654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0,0,3,GOLD,705
705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0,0,4,GOLD,344
611,France,Male,53,3,83568.26,1,0,0,1235.49,0,0,4,GOLD,765
700,Spain,Female,46,5,56580.95,2,0,1,45424.13,0,0,2,SILVER,868
727,France,Female,31,2,52192.08,2,0,1,160383.47,0,0,2,DIAMOND,759
682,France,Female,30,9,0.0,2,1,1,195104.91,0,0,2,PLATINUM,874
569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0,0,4,GOLD,697
695,France,Male,45,3,0.0,2,1,1,30793.61,0,0,1,PLATINUM,364
701,France,Male,41,10,0.0,2,1,1,146257.77,0,0,4,PLATINUM,629
681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,0,2,GOLD,923
652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0,0,5,PLATINUM,749
553,Spain,Male,44,4,0.0,1,1,0,10789.3,0,0,1,GOLD,780
784,Spain,Male,35,3,0.0,2,0,0,81483.64,0,0,2,PLATINUM,469
597,France,Male,33,9,0.0,2,1,0,49374.82,0,0,2,PLATINUM,297
607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0,1,DIAMOND,551
823,France,Male,71,5,149105.08,1,0,1,162683.06,0,0,5,PLATINUM,915
801,France,Male,43,4,158713.08,2,0,0,98586.14,0,0,2,SILVER,224
730,Spain,Male,25,5,167385.81,1,1,1,56307.51,0,0,5,PLATINUM,452
632,Germany,Male,65,6,129472.33,1,1,1,85179.48,0,0,1,SILVER,289
673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,0,4,PLATINUM,712
678,Spain,Male,29,6,0.0,2,1,0,64443.75,0,0,3,GOLD,775
701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0,0,4,GOLD,399
605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0,0,1,PLATINUM,798
535,France,Male,33,2,133040.32,1,1,1,110299.78,0,0,4,DIAMOND,322
599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0,0,3,PLATINUM,381
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0,4,DIAMOND,749
731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0,0,1,SILVER,403
711,France,Female,25,7,0.0,3,1,1,9679.28,0,0,3,PLATINUM,865
723,France,Male,25,3,0.0,2,1,1,134509.47,0,0,2,DIAMOND,409
676,France,Male,20,1,80569.73,1,0,0,68621.98,0,0,3,DIAMOND,381
730,France,Female,27,7,0.0,2,1,0,144099.48,0,0,1,SILVER,833
484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0,1,PLATINUM,512
543,France,Female,34,8,0.0,2,0,1,145601.8,0,0,5,SILVER,236
642,France,Female,40,7,0.0,2,1,0,10712.82,0,0,4,PLATINUM,718
710,France,Female,31,1,0.0,2,1,0,20081.3,0,0,3,PLATINUM,572
680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0,0,1,GOLD,460
506,Spain,Male,32,8,0.0,2,0,1,182692.8,0,0,4,DIAMOND,671
576,France,Male,41,1,0.0,1,1,1,188274.6,0,0,3,DIAMOND,999
531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0,4,DIAMOND,247
647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0,0,5,SILVER,607
477,Germany,Male,48,8,129250.0,2,1,1,157937.35,0,0,1,PLATINUM,885
628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0,0,4,GOLD,642
630,Spain,Male,35,1,0.0,2,0,0,186826.22,0,0,1,PLATINUM,548
724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,0,4,DIAMOND,393
740,France,Male,39,9,0.0,2,1,0,19047.23,0,0,3,DIAMOND,993
719,France,Male,69,3,0.0,2,1,1,58320.06,0,0,4,SILVER,489
596,France,Male,47,6,0.0,1,1,0,74835.65,0,0,2,GOLD,458
706,Germany,Male,31,1,117020.08,2,1,0,54439.53,0,0,4,GOLD,401
662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,0,3,DIAMOND,243
596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0,0,5,GOLD,774
544,France,Male,40,8,0.0,2,1,0,61581.2,0,0,5,DIAMOND,408
663,France,Female,33,2,0.0,2,1,0,153295.0,0,0,4,GOLD,332
674,France,Male,28,5,0.0,1,1,1,151925.25,0,0,3,GOLD,377
615,France,Male,30,7,0.0,2,1,1,156346.84,0,0,4,DIAMOND,548
506,Germany,Female,41,3,57745.76,1,1,0,4035.46,0,0,1,SILVER,908
560,France,Male,24,1,116084.32,1,1,0,89734.7,0,0,2,DIAMOND,591
758,Spain,Male,56,1,0.0,2,1,1,10643.38,0,0,4,PLATINUM,408
530,Spain,Female,36,2,0.0,2,1,1,14721.8,0,0,5,GOLD,972
812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0,0,1,PLATINUM,730
773,Spain,Male,52,2,0.0,2,1,0,57337.79,0,0,5,PLATINUM,607
651,France,Female,41,4,38617.2,1,1,1,104876.8,0,0,1,SILVER,771
588,Spain,Male,46,8,0.0,1,1,0,61931.21,0,0,5,GOLD,950
744,France,Male,36,10,0.0,2,1,1,182867.84,0,0,5,SILVER,632
773,France,Female,50,4,0.0,2,1,0,129372.94,0,0,4,GOLD,504
429,France,Female,27,6,117307.44,2,1,1,24020.49,0,0,4,DIAMOND,985
663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0,0,1,SILVER,925
655,Spain,Female,28,3,113811.85,2,0,1,76844.23,0,0,5,PLATINUM,890
487,Spain,Female,40,6,136093.74,1,0,1,193408.43,0,0,2,SILVER,677
709,Germany,Male,30,9,115479.48,2,1,1,134732.99,0,0,2,DIAMOND,488
493,France,Female,46,4,0.0,2,1,0,1907.66,0,0,1,SILVER,498
592,Germany,Male,31,7,124593.23,1,1,0,86079.67,0,0,2,DIAMOND,326
604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0,0,5,PLATINUM,1000
763,France,Male,67,1,149436.73,2,0,1,106282.74,0,0,3,GOLD,340
765,France,Male,40,6,138033.55,1,1,1,67972.45,0,0,5,PLATINUM,739
683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,0,4,SILVER,649
725,France,Male,39,4,160652.45,2,1,0,57643.55,0,0,1,GOLD,571
525,France,Male,33,1,112833.35,1,0,1,175178.56,0,0,3,PLATINUM,590
704,France,Female,40,6,95452.89,1,0,1,179964.55,0,0,1,PLATINUM,701
646,France,Female,33,2,0.0,2,0,0,198208.0,0,0,1,PLATINUM,570
637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0,0,1,DIAMOND,407
607,France,Female,21,0,0.0,2,1,0,116106.52,0,0,1,DIAMOND,324
629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0,0,2,DIAMOND,799
748,Germany,Female,40,3,103499.09,2,0,0,38153.19,0,0,1,SILVER,717
686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,0,5,PLATINUM,663
613,Germany,Male,28,7,76656.4,2,1,1,185483.24,0,0,5,GOLD,234
805,Spain,Male,37,5,0.0,2,1,0,21928.81,0,0,5,PLATINUM,311
797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0,0,2,GOLD,848
806,France,Female,67,1,0.0,2,0,1,103945.58,0,0,3,PLATINUM,918
719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0,0,3,GOLD,657
730,France,Female,34,5,74197.38,2,1,0,96875.52,0,0,4,PLATINUM,402
650,France,Female,43,6,0.0,2,1,1,16301.91,0,0,1,GOLD,489
687,France,Male,35,9,0.0,2,0,1,73133.82,0,0,5,PLATINUM,900
576,France,Male,39,1,0.0,2,1,1,68814.23,0,0,5,SILVER,366
740,France,Female,51,4,0.0,2,1,1,178929.84,0,0,4,SILVER,850
544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0,0,1,DIAMOND,388
567,France,Female,45,4,0.0,2,0,1,121053.19,0,0,3,GOLD,525
769,France,Female,31,6,117852.26,2,1,0,147668.64,0,0,5,DIAMOND,533
799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0,0,2,PLATINUM,908
570,France,Female,61,6,142105.35,1,1,1,45214.04,0,0,1,SILVER,309
702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0,0,4,DIAMOND,267
841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0,0,3,SILVER,697
754,France,Male,38,2,0.0,2,1,0,180698.32,0,0,3,GOLD,357
445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0,0,3,PLATINUM,335
731,Spain,Male,42,9,101043.63,1,1,1,192175.52,0,0,4,PLATINUM,882
501,France,Male,37,4,0.0,2,0,0,12470.3,0,0,4,GOLD,453
