EmpID,Age,JobLevel,Dept,WorkEnv,PhysicalActivityHours,Stress,SleepHours,CommuteMode,CommuteDistance,JobSatisfaction
2298,32.0,Senior,IT,3,2.6,3.0,7.9,Car,7.0,4.0
2669,24.0,Junior,Finance,1,2.4,1.0,6.1,Car,9.0,3.0
1367,38.0,Senior,Operations,3,2.8,1.0,6.9,Public Transport,22.0,2.0
1113,57.0,,,1,1.9,4.0,7.6,,1.0,1.0
2680,47.0,Senior,Finance,5,1.2,1.0,5.9,Public Transport,28.0,4.0
1088,26.0,Mid,Operations,4,2.8,2.0,6.3,Motorbike,16.0,2.0
2681,51.0,Lead,Marketing,3,3.0,1.0,7.8,Car,18.0,4.0
938,50.0,Senior,IT,5,3.6,1.0,8.6,Public Transport,29.0,5.0
1003,23.0,Junior,IT,5,2.8,3.0,8.0,Bike,6.0,3.0
1934,36.0,Senior,Legal,5,3.1,3.0,5.7,Bike,8.0,1.0
951,45.0,Lead,IT,2,2.2,3.0,8.1,Walk,1.0,1.0
143,30.0,Senior,Marketing,2,2.5,1.0,5.3,Walk,2.0,5.0
1854,31.0,Mid,HR,3,1.3,1.0,5.8,Public Transport,12.0,1.0
2472,41.0,Mid,Operations,4,1.6,4.0,7.4,Public Transport,9.0,4.0
1034,38.0,Senior,Finance,4,3.8,1.0,6.2,Public Transport,5.0,3.0
2656,37.0,Senior,HR,5,2.2,1.0,6.6,Public Transport,16.0,4.0
2868,27.0,Mid,Legal,1,2.8,5.0,6.2,Bike,10.0,3.0
342,60.0,Lead,Legal,3,1.7,2.0,7.8,Car,26.0,4.0
776,22.0,Intern/Fresher,Finance,3,3.0,2.0,7.9,Car,10.0,3.0
747,30.0,Mid,Sales,1,1.7,1.0,6.7,Car,23.0,3.0
345,43.0,Mid,HR,1,2.9,2.0,7.1,Public Transport,16.0,4.0
2576,29.0,Mid,IT,1,0.4,2.0,6.4,Bike,8.0,3.0
1682,23.0,Intern/Fresher,Finance,1,2.9,1.0,5.9,Walk,1.0,1.0
2693,24.0,Junior,IT,5,1.3,1.0,7.2,Car,7.0,4.0
1941,31.0,Senior,Finance,2,3.3,1.0,7.6,Car,5.0,4.0
1589,25.0,Junior,Finance,5,1.6,2.0,5.3,Car,15.0,4.0
2711,23.0,Intern/Fresher,Operations,5,1.1,4.0,6.8,Car,20.0,4.0
2518,36.0,Mid,Operations,3,1.5,2.0,6.6,Car,9.0,3.0
2019,27.0,,,2,,1.0,,,,4.0
356,29.0,Junior,Customer Service,5,1.1,1.0,7.3,Bike,10.0,4.0
1077,51.0,Lead,Finance,3,2.7,1.0,6.3,Public Transport,13.0,3.0
1625,23.0,Intern/Fresher,Finance,1,1.2,2.0,5.7,Motorbike,10.0,1.0
2842,33.0,Senior,Legal,1,3.4,4.0,8.6,Car,11.0,5.0
126,44.0,Mid,Customer Service,1,2.7,3.0,6.5,Car,18.0,5.0
283,24.0,Senior,Finance,5,1.1,1.0,6.2,Car,26.0,4.0
864,24.0,Junior,IT,1,1.5,3.0,7.3,Bike,6.0,1.0
610,47.0,Mid,IT,5,2.3,1.0,6.2,Bike,4.0,4.0
1365,40.0,,IT,4,2.4,2.0,6.7,Car,8.0,2.0
431,23.0,Intern/Fresher,Sales,2,2.9,1.0,7.0,Motorbike,10.0,4.0
1495,59.0,Senior,Marketing,2,2.5,2.0,6.7,Public Transport,22.0,1.0
1897,38.0,Senior,Finance,3,1.0,4.0,6.0,Car,14.0,1.0
191,28.0,Senior,IT,4,2.1,4.0,8.2,Public Transport,27.0,5.0
1728,33.0,Senior,Operations,1,1.8,1.0,8.5,Bike,7.0,4.0
1057,36.0,Senior,IT,4,0.6,3.0,8.8,Public Transport,10.0,3.0
1029,37.0,Senior,IT,2,0.7,1.0,7.0,Public Transport,13.0,1.0
1328,43.0,Mid,HR,4,2.5,2.0,7.3,Walk,1.0,5.0
2971,30.0,Senior,IT,2,2.9,2.0,6.2,Bike,9.0,5.0
27,32.0,Mid,Operations,2,2.0,3.0,7.2,Public Transport,23.0,4.0
581,24.0,Junior,Marketing,4,3.1,1.0,6.4,Car,17.0,4.0
2137,24.0,Mid,Operations,5,2.1,1.0,6.8,Public Transport,26.0,4.0
1459,54.0,Senior,Finance,3,2.5,3.0,7.1,Car,11.0,2.0
1262,35.0,Senior,Operations,4,0.2,3.0,6.2,Public Transport,22.0,2.0
601,30.0,,,3,3.0,1.0,7.6,,23.0,4.0
127,48.0,Senior,IT,1,1.2,1.0,5.5,Car,10.0,5.0
2950,23.0,Junior,Sales,3,2.4,2.0,5.5,Public Transport,23.0,5.0
197,24.0,Junior,Finance,5,3.2,2.0,7.2,Public Transport,29.0,5.0
2482,23.0,Intern/Fresher,Sales,5,3.0,1.0,5.0,Bike,9.0,4.0
41,32.0,Mid,IT,2,4.1,1.0,7.6,Bike,8.0,4.0
2605,34.0,Senior,Marketing,1,3.5,2.0,8.1,Car,23.0,3.0
2818,40.0,Senior,Sales,2,2.4,1.0,4.8,Bike,2.0,3.0
1355,33.0,Senior,Legal,5,4.0,1.0,7.0,Car,5.0,2.0
1616,43.0,Senior,IT,5,1.3,1.0,7.7,Motorbike,10.0,4.0
2154,40.0,Lead,IT,4,1.4,3.0,6.6,Walk,1.0,1.0
2352,23.0,Intern/Fresher,Marketing,2,1.3,3.0,7.7,Bike,6.0,3.0
243,49.0,Lead,IT,1,0.3,1.0,6.4,Walk,1.0,5.0
2763,26.0,Junior,Finance,1,2.9,1.0,7.0,Public Transport,15.0,4.0
829,25.0,Junior,IT,2,0.7,4.0,7.4,Public Transport,8.0,1.0
2276,23.0,Intern/Fresher,Sales,4,1.5,1.0,7.1,Walk,2.0,4.0
1670,36.0,Senior,Marketing,1,2.2,1.0,7.1,Public Transport,16.0,4.0
19,29.0,Junior,IT,1,2.0,2.0,6.9,Walk,2.0,4.0
1676,38.0,Mid,Finance,4,1.6,4.0,6.5,Car,10.0,4.0
2521,23.0,Junior,Marketing,3,0.5,1.0,7.3,Car,24.0,4.0
651,30.0,Senior,IT,5,2.0,1.0,7.1,Car,5.0,4.0
588,43.0,Mid,Finance,4,1.6,1.0,8.5,Car,21.0,5.0
2497,37.0,Senior,IT,3,1.9,1.0,7.0,Public Transport,12.0,4.0
1729,46.0,Lead,IT,2,1.0,4.0,6.0,Walk,2.0,1.0
2426,31.0,Senior,IT,5,1.2,1.0,7.4,Motorbike,7.0,4.0
2523,31.0,Senior,Operations,2,2.1,1.0,5.9,Public Transport,20.0,3.0
957,47.0,Mid,IT,2,2.0,3.0,7.0,Public Transport,26.0,3.0
2688,53.0,Lead,Operations,3,1.4,1.0,7.1,Public Transport,8.0,3.0
812,30.0,Senior,HR,2,2.2,1.0,6.6,Car,18.0,3.0
1152,50.0,Lead,Finance,4,2.9,1.0,6.1,Car,11.0,5.0
2194,38.0,Senior,Finance,3,2.3,1.0,8.3,Public Transport,18.0,5.0
1429,44.0,Mid,Customer Service,2,3.4,1.0,6.3,Car,21.0,2.0
444,46.0,Mid,Sales,1,3.5,1.0,7.8,Motorbike,22.0,4.0
732,29.0,Junior,IT,5,2.3,2.0,6.8,Car,19.0,3.0
2475,37.0,Mid,Marketing,3,1.7,2.0,7.0,Bike,5.0,4.0
1104,36.0,Senior,Operations,4,0.8,1.0,6.7,Bike,2.0,2.0
678,26.0,Junior,Finance,4,0.9,1.0,5.1,Car,11.0,4.0
662,37.0,Senior,IT,3,1.5,1.0,7.8,Motorbike,15.0,4.0
1540,40.0,Mid,Legal,3,1.5,1.0,6.9,Car,29.0,4.0
461,41.0,Lead,Marketing,3,3.2,2.0,6.7,Public Transport,20.0,4.0
2977,41.0,Lead,Finance,1,0.3,3.0,5.9,Motorbike,21.0,3.0
213,23.0,Junior,Finance,3,1.6,1.0,7.3,Public Transport,29.0,4.0
1928,49.0,Mid,Finance,3,3.0,1.0,5.7,Public Transport,5.0,4.0
2816,31.0,Mid,Operations,1,2.5,3.0,8.0,Public Transport,21.0,5.0
2688,53.0,Lead,Operations,3,1.4,1.0,7.1,Public Transport,8.0,3.0
973,53.0,Lead,IT,3,2.7,2.0,7.5,Car,23.0,3.0
300,22.0,Intern/Fresher,IT,2,2.9,1.0,6.6,Public Transport,21.0,4.0
17,36.0,Mid,IT,5,1.3,1.0,5.9,Motorbike,8.0,4.0
626,27.0,Junior,Finance,4,2.0,1.0,7.7,Car,28.0,5.0
1191,30.0,Senior,Sales,3,0.6,4.0,7.8,Bike,8.0,1.0
122,22.0,Junior,IT,4,0.0,4.0,8.7,Motorbike,17.0,5.0
2268,31.0,Senior,IT,4,2.3,2.0,8.5,Car,29.0,4.0
919,45.0,Mid,HR,3,2.5,1.0,6.0,Car,13.0,3.0
298,33.0,Mid,IT,3,3.6,1.0,7.1,Car,28.0,4.0
2738,59.0,Senior,Legal,3,1.3,3.0,8.6,Car,13.0,4.0
2924,37.0,Senior,Sales,3,1.3,3.0,6.4,Public Transport,9.0,5.0
925,33.0,Mid,Operations,5,2.8,2.0,6.0,Car,17.0,3.0
441,42.0,Senior,IT,5,3.9,1.0,7.3,Bike,2.0,4.0
2190,40.0,Lead,IT,2,0.9,1.0,7.6,Bike,4.0,4.0
1007,33.0,Senior,IT,3,3.3,4.0,9.3,Motorbike,13.0,1.0
2126,23.0,Junior,Finance,1,2.4,1.0,7.3,Car,24.0,4.0
2512,48.0,Mid,IT,2,3.0,1.0,6.7,Car,19.0,4.0
1855,48.0,Mid,Sales,2,4.0,1.0,8.4,Car,5.0,4.0
2486,30.0,Mid,Finance,3,2.0,2.0,7.0,Motorbike,14.0,4.0
595,23.0,Intern/Fresher,IT,4,1.8,3.0,6.8,Car,26.0,4.0
1874,33.0,Senior,Legal,1,2.3,1.0,8.1,Public Transport,11.0,4.0
2125,35.0,Senior,Legal,4,2.1,1.0,6.8,Public Transport,7.0,4.0
420,48.0,Senior,Marketing,3,2.8,1.0,6.3,Motorbike,10.0,3.0
1308,50.0,Senior,Operations,4,1.6,2.0,6.4,Bike,8.0,2.0
1463,46.0,Senior,Legal,1,3.9,1.0,7.3,Car,10.0,4.0
2691,36.0,Mid,IT,2,3.9,3.0,6.7,Public Transport,24.0,3.0
1786,57.0,Senior,IT,2,0.9,3.0,9.0,Motorbike,14.0,1.0
821,51.0,Lead,IT,1,3.7,1.0,6.3,Public Transport,15.0,3.0
1943,57.0,Lead,Operations,2,0.9,4.0,5.1,Car,14.0,1.0
671,52.0,Lead,HR,3,3.2,1.0,7.7,Walk,1.0,4.0
1763,36.0,Mid,Marketing,4,3.3,1.0,6.5,Public Transport,10.0,4.0
609,30.0,Mid,HR,1,1.7,1.0,7.3,Public Transport,6.0,4.0
855,50.0,Senior,IT,3,2.7,1.0,7.3,Car,22.0,3.0
1875,22.0,Intern/Fresher,Finance,2,1.3,1.0,6.5,Car,18.0,1.0
1181,59.0,Senior,IT,1,2.8,1.0,7.3,Bike,2.0,1.0
45,33.0,Mid,Operations,3,1.4,2.0,6.2,Car,8.0,5.0
1440,22.0,Junior,IT,2,1.9,1.0,7.5,Walk,1.0,2.0
2307,32.0,Mid,IT,5,1.7,1.0,6.3,Public Transport,23.0,4.0
159,53.0,Lead,Customer Service,4,1.6,3.0,7.3,Motorbike,13.0,5.0
1572,39.0,Senior,IT,4,2.8,2.0,6.7,Walk,1.0,4.0
2309,39.0,Senior,Operations,1,1.8,1.0,7.8,Public Transport,10.0,4.0
483,32.0,Senior,IT,1,1.2,1.0,6.4,Public Transport,9.0,3.0
956,42.0,Lead,Operations,3,2.6,1.0,7.9,Car,19.0,3.0
1985,30.0,Senior,Finance,1,0.0,1.0,5.6,Walk,2.0,1.0
1311,25.0,Junior,Finance,1,4.0,1.0,6.4,Motorbike,20.0,2.0
984,27.0,Junior,Legal,2,1.7,3.0,7.1,Public Transport,21.0,3.0
1194,48.0,Mid,HR,3,1.9,1.0,7.3,Public Transport,28.0,2.0
2555,22.0,Intern/Fresher,Sales,3,3.1,1.0,8.6,Car,29.0,4.0
1738,37.0,Mid,Marketing,5,4.4,3.0,6.3,Public Transport,7.0,4.0
360,45.0,Senior,Marketing,3,3.4,3.0,7.8,Public Transport,27.0,3.0
443,37.0,Mid,Operations,1,1.4,1.0,8.0,Public Transport,21.0,4.0
1455,42.0,Mid,Finance,2,1.2,3.0,7.2,Public Transport,26.0,1.0
1128,46.0,Senior,Finance,1,3.5,1.0,5.3,Car,15.0,2.0
1332,27.0,Mid,Marketing,4,2.2,1.0,6.3,Walk,2.0,5.0
525,41.0,Mid,Operations,3,3.0,1.0,7.0,Motorbike,23.0,4.0
2063,40.0,Lead,Finance,5,1.0,1.0,8.1,Car,17.0,5.0
1679,25.0,Mid,IT,5,1.6,1.0,6.8,Bike,2.0,4.0
1755,43.0,Mid,Marketing,4,2.0,1.0,5.3,Car,9.0,4.0
1853,36.0,Senior,IT,5,1.7,1.0,6.1,Public Transport,28.0,5.0
2600,30.0,Senior,IT,2,2.9,4.0,5.7,Bike,9.0,3.0
15,24.0,Mid,Marketing,5,0.5,2.0,8.5,Bike,9.0,5.0
1632,57.0,Senior,HR,1,2.4,1.0,7.4,Bike,9.0,1.0
850,39.0,Senior,IT,4,0.9,2.0,8.6,Car,11.0,3.0
2243,39.0,Mid,Sales,4,3.3,3.0,6.6,Public Transport,14.0,4.0
3014,43.0,Mid,Sales,5,2.4,1.0,6.3,Car,15.0,4.0
1402,32.0,Senior,HR,4,0.9,1.0,6.0,Walk,1.0,2.0
1719,47.0,Lead,Sales,4,2.7,4.0,6.9,Bike,3.0,4.0
3010,26.0,Mid,Operations,2,2.4,3.0,6.5,Car,16.0,5.0
99,58.0,Lead,IT,4,2.0,3.0,8.7,Public Transport,26.0,5.0
2621,50.0,Lead,HR,5,2.8,3.0,5.3,Car,19.0,4.0
1598,39.0,,,4,3.1,4.0,8.4,,18.0,4.0
819,26.0,Junior,Marketing,1,2.7,2.0,7.0,Car,9.0,3.0
1733,42.0,Mid,IT,4,2.5,1.0,6.8,Car,19.0,4.0
327,45.0,Lead,IT,5,0.2,3.0,5.7,Car,19.0,2.0
2237,39.0,Senior,Sales,5,3.4,1.0,6.9,Walk,2.0,4.0
1078,36.0,Mid,Finance,4,2.2,1.0,6.5,Motorbike,6.0,2.0
367,49.0,Mid,Finance,4,2.6,1.0,10.0,Bike,2.0,5.0
2434,34.0,,,5,2.4,1.0,9.4,,6.0,5.0
1362,32.0,Senior,IT,2,1.8,1.0,5.7,Car,18.0,2.0
2499,57.0,Lead,IT,2,0.0,3.0,8.3,Car,28.0,4.0
104,40.0,Senior,Finance,2,2.0,1.0,7.5,Motorbike,12.0,5.0
2389,29.0,Junior,Finance,2,2.0,2.0,6.0,Car,17.0,4.0
1512,23.0,Intern/Fresher,Operations,1,2.1,1.0,7.1,Walk,2.0,4.0
2207,24.0,Junior,IT,2,1.0,1.0,7.5,Motorbike,8.0,4.0
128,44.0,,,4,0.9,1.0,5.8,,15.0,5.0
2071,30.0,Senior,Finance,4,2.3,1.0,5.5,Bike,1.0,4.0
1342,56.0,Lead,IT,5,3.3,1.0,7.7,Motorbike,5.0,2.0
1295,48.0,Senior,IT,5,2.3,2.0,6.2,Walk,1.0,2.0
2552,24.0,Mid,Marketing,1,0.9,1.0,6.4,Public Transport,12.0,4.0
771,30.0,Senior,IT,4,0.4,2.0,5.4,Walk,2.0,3.0
1646,37.0,Mid,Finance,3,3.3,3.0,6.7,Car,16.0,1.0
1822,45.0,Lead,IT,3,3.8,1.0,6.8,Car,12.0,4.0
2769,38.0,,,1,1.4,1.0,,,,5.0
2526,33.0,Mid,Finance,1,2.1,1.0,6.2,Walk,2.0,4.0
738,32.0,Mid,Finance,2,0.7,2.0,8.3,Car,28.0,3.0
2284,40.0,Mid,IT,5,2.7,1.0,6.4,Car,18.0,4.0
838,50.0,Senior,Sales,3,1.7,1.0,6.3,Public Transport,14.0,3.0
2112,35.0,Senior,Finance,5,1.8,3.0,7.1,Car,29.0,4.0
2256,24.0,Junior,Legal,2,2.3,2.0,7.9,Motorbike,15.0,4.0
2433,22.0,Intern/Fresher,Marketing,2,2.5,1.0,6.3,Car,22.0,4.0
1254,23.0,Junior,Legal,1,3.0,3.0,8.3,Car,25.0,1.0
254,45.0,Senior,Finance,2,2.9,5.0,8.3,Car,28.0,2.0
2527,,,,3,,1.0,,,,
628,30.0,Senior,Operations,3,3.5,1.0,5.2,Car,25.0,4.0
2118,25.0,Junior,Marketing,2,0.7,4.0,6.9,Public Transport,5.0,1.0
43,37.0,Senior,IT,5,1.1,4.0,8.3,Walk,2.0,4.0
1687,49.0,Lead,Marketing,1,2.5,1.0,9.1,Motorbike,9.0,4.0
2148,22.0,Junior,Finance,2,2.0,1.0,7.5,Car,29.0,4.0
2057,22.0,Junior,IT,4,3.4,1.0,6.9,Walk,1.0,1.0
164,32.0,Senior,Finance,1,1.6,2.0,8.2,Public Transport,6.0,5.0
1894,24.0,Junior,Legal,3,1.9,1.0,6.1,Car,15.0,4.0
596,35.0,Senior,Finance,2,2.0,1.0,4.0,Car,24.0,4.0
2658,23.0,Intern/Fresher,Marketing,3,2.2,4.0,6.7,Car,6.0,4.0
1950,32.0,Mid,IT,1,3.4,1.0,5.9,Car,18.0,4.0
2319,35.0,Mid,IT,1,0.8,1.0,8.0,Motorbike,10.0,3.0
2537,51.0,Senior,Operations,2,1.3,4.0,6.6,Public Transport,29.0,3.0
746,44.0,,,4,2.7,1.0,7.3,,5.0,3.0
2652,46.0,Senior,Marketing,4,0.6,1.0,7.1,Motorbike,4.0,4.0
1118,28.0,Junior,IT,1,2.0,2.0,7.4,Car,5.0,1.0
2736,29.0,Junior,IT,1,1.8,1.0,7.4,Public Transport,22.0,4.0
1028,27.0,,Operations,5,1.1,1.0,7.2,,13.0,3.0
582,45.0,Mid,IT,1,3.2,1.0,7.3,Car,19.0,4.0
2594,31.0,Senior,Operations,1,2.3,1.0,6.9,Car,5.0,3.0
2013,29.0,Junior,Marketing,5,1.7,1.0,7.1,Public Transport,26.0,4.0
982,45.0,Senior,Marketing,3,1.6,3.0,7.9,Public Transport,27.0,3.0
2121,23.0,Junior,IT,1,1.9,2.0,8.0,Car,19.0,4.0
1788,54.0,Lead,Legal,2,2.4,1.0,7.7,Motorbike,18.0,4.0
1318,25.0,Senior,IT,2,1.8,2.0,4.9,Bike,1.0,1.0
1650,25.0,Junior,Legal,3,3.0,1.0,6.8,Motorbike,6.0,4.0
2164,37.0,Mid,IT,4,2.7,1.0,6.6,Bike,10.0,4.0
2934,51.0,Lead,Finance,5,1.3,2.0,5.1,Bike,5.0,5.0
1685,22.0,Intern/Fresher,Finance,5,2.1,3.0,7.0,Bike,8.0,4.0
2258,38.0,Senior,Finance,1,2.8,1.0,7.3,Walk,1.0,4.0
810,22.0,Intern/Fresher,Legal,4,2.1,2.0,9.5,Bike,7.0,5.0
32,30.0,Senior,Legal,5,2.5,1.0,6.3,Public Transport,19.0,5.0
3000,49.0,Mid,Marketing,2,1.3,1.0,5.7,Bike,1.0,5.0
18,40.0,Mid,Customer Service,5,0.8,1.0,6.3,Car,8.0,5.0
1312,33.0,Senior,Finance,1,1.7,2.0,6.1,Car,14.0,1.0
2607,22.0,Junior,Operations,3,1.5,1.0,8.3,Public Transport,23.0,4.0
1267,51.0,Senior,Sales,4,1.9,1.0,6.9,Public Transport,26.0,5.0
1588,44.0,Senior,Sales,1,2.3,2.0,5.7,Car,6.0,1.0
2827,37.0,Mid,Sales,5,3.4,1.0,7.5,Walk,2.0,5.0
1821,50.0,Lead,Finance,5,1.0,2.0,5.4,Car,17.0,4.0
1612,25.0,Junior,Finance,1,1.9,1.0,6.9,Car,25.0,4.0
2087,34.0,Mid,Operations,3,2.9,1.0,5.7,Motorbike,13.0,4.0
1321,31.0,,,3,3.0,3.0,6.4,,14.0,1.0
906,30.0,Mid,Finance,3,2.0,1.0,7.5,Car,10.0,3.0
1929,32.0,Mid,Operations,2,0.6,1.0,6.2,Car,8.0,4.0
287,58.0,Lead,Customer Service,5,1.4,2.0,6.6,Public Transport,12.0,4.0
1913,37.0,Senior,Legal,2,2.2,1.0,7.6,Motorbike,21.0,4.0
1884,33.0,Senior,Finance,4,3.6,1.0,7.2,Motorbike,6.0,4.0
361,35.0,Mid,IT,4,1.6,3.0,8.3,Car,6.0,4.0
2757,34.0,Senior,HR,4,3.7,1.0,6.3,Public Transport,16.0,4.0
1714,37.0,Senior,HR,2,0.3,2.0,8.1,Public Transport,7.0,4.0
2197,60.0,Senior,Legal,4,3.2,1.0,6.8,Public Transport,26.0,4.0
2746,56.0,,Finance,1,0.5,1.0,4.1,,2.0,3.0
556,27.0,Junior,Sales,2,3.2,2.0,6.0,Motorbike,8.0,3.0
1399,57.0,Lead,Finance,5,0.2,2.0,6.2,Walk,2.0,2.0
1098,32.0,Mid,IT,1,3.2,3.0,6.8,Public Transport,7.0,2.0
2960,54.0,Senior,Finance,4,2.4,2.0,6.5,Car,7.0,5.0
767,44.0,Mid,Marketing,1,2.3,4.0,7.5,Motorbike,23.0,1.0
2437,34.0,Senior,Sales,5,0.9,1.0,7.1,Bike,7.0,3.0
315,36.0,Senior,IT,1,0.9,2.0,5.7,Bike,2.0,2.0
2430,25.0,Junior,Operations,4,2.2,1.0,7.4,Public Transport,19.0,5.0
1325,29.0,Junior,Marketing,2,1.0,2.0,8.5,Walk,2.0,2.0
1213,39.0,Senior,Finance,1,1.3,2.0,6.3,Motorbike,14.0,1.0
227,32.0,Senior,Legal,1,3.6,1.0,7.0,Bike,1.0,4.0
3001,59.0,Lead,Sales,4,2.1,1.0,6.0,Public Transport,28.0,5.0
1451,22.0,Intern/Fresher,Marketing,5,2.2,2.0,5.8,Motorbike,15.0,2.0
472,27.0,Senior,Legal,3,0.0,2.0,6.5,Car,29.0,4.0
1117,36.0,Mid,Customer Service,4,2.9,2.0,8.3,Bike,1.0,2.0
2507,37.0,Mid,Marketing,1,2.6,3.0,5.5,Car,9.0,3.0
2741,25.0,Junior,Finance,1,2.2,1.0,5.8,Bike,4.0,4.0
2653,39.0,Senior,Finance,2,0.8,1.0,5.2,Walk,1.0,3.0
391,23.0,Intern/Fresher,Finance,5,0.2,1.0,6.3,Bike,8.0,4.0
432,31.0,Senior,Legal,4,1.2,1.0,6.7,Car,29.0,4.0
1492,47.0,Senior,Operations,1,3.6,1.0,8.5,Car,19.0,4.0
1807,23.0,,,4,,1.0,,,,4.0
866,39.0,Senior,IT,4,1.9,1.0,6.8,Car,23.0,1.0
769,36.0,Senior,HR,4,1.9,3.0,7.8,Public Transport,11.0,3.0
317,34.0,Senior,Operations,4,2.8,2.0,7.4,Bike,10.0,4.0
2383,48.0,Senior,IT,4,1.9,2.0,8.3,Public Transport,9.0,4.0
2739,49.0,Lead,IT,5,0.9,1.0,6.6,Public Transport,15.0,4.0
1456,41.0,Mid,Operations,3,0.6,3.0,5.5,Bike,2.0,1.0
368,32.0,Mid,Marketing,1,2.2,1.0,7.2,Car,12.0,4.0
2551,22.0,Intern/Fresher,IT,2,2.3,1.0,7.5,Car,24.0,3.0
1320,50.0,Senior,IT,5,1.5,1.0,8.7,Bike,5.0,5.0
1164,22.0,Intern/Fresher,IT,3,2.2,3.0,6.1,Car,8.0,2.0
1189,35.0,Mid,IT,4,0.0,1.0,6.5,Public Transport,8.0,2.0
1787,53.0,Senior,Operations,2,3.2,1.0,6.7,Motorbike,6.0,4.0
350,40.0,Mid,Marketing,2,1.1,2.0,7.4,Bike,10.0,4.0
1344,23.0,Junior,HR,3,1.4,1.0,7.5,Public Transport,15.0,1.0
2752,37.0,Senior,IT,3,0.3,1.0,6.3,Motorbike,3.0,4.0
1776,36.0,Mid,Finance,2,1.8,2.0,6.5,Bike,4.0,4.0
1214,24.0,Mid,IT,5,3.1,5.0,6.7,Bike,10.0,1.0
713,33.0,Mid,Legal,3,2.1,2.0,6.2,Car,19.0,3.0
797,25.0,Junior,Legal,2,3.1,1.0,6.6,Public Transport,5.0,3.0
1653,23.0,Junior,IT,1,1.5,3.0,8.1,Car,27.0,1.0
910,48.0,Mid,Marketing,3,0.6,2.0,7.1,Bike,8.0,3.0
2395,28.0,Junior,Marketing,4,0.6,2.0,7.2,Car,13.0,4.0
2747,53.0,Lead,Sales,4,1.5,3.0,5.7,Walk,1.0,3.0
1062,48.0,Senior,Customer Service,2,1.7,1.0,6.2,Public Transport,21.0,3.0
1643,23.0,Intern/Fresher,IT,5,1.5,1.0,6.5,Car,8.0,4.0
1937,36.0,Senior,Marketing,1,1.3,1.0,6.9,Car,22.0,1.0
1058,57.0,Lead,Finance,2,1.5,1.0,7.9,Public Transport,11.0,3.0
621,29.0,Junior,Legal,3,1.8,1.0,6.2,Bike,5.0,3.0
1896,51.0,Lead,HR,2,0.6,1.0,6.9,Bike,8.0,4.0
780,50.0,Lead,IT,1,0.9,3.0,6.2,Public Transport,19.0,1.0
2865,24.0,Junior,Legal,5,2.7,1.0,7.8,Car,5.0,5.0
541,39.0,Senior,IT,3,3.1,1.0,7.7,Walk,2.0,3.0
1624,31.0,Senior,Finance,3,2.7,1.0,7.0,Walk,2.0,4.0
2915,32.0,Mid,IT,3,0.6,1.0,6.1,Public Transport,10.0,5.0
733,37.0,Senior,IT,5,4.0,1.0,6.1,Bike,6.0,3.0
225,25.0,Junior,Customer Service,1,2.6,1.0,7.1,Car,29.0,5.0
1963,56.0,Lead,HR,1,1.5,1.0,7.6,Public Transport,7.0,1.0
590,45.0,Mid,IT,4,1.2,3.0,8.3,Car,18.0,3.0
715,35.0,Senior,IT,3,4.9,3.0,7.7,Public Transport,17.0,1.0
2448,22.0,Junior,Operations,2,1.4,2.0,8.4,Car,8.0,4.0
1436,22.0,Intern/Fresher,Customer Service,2,4.1,3.0,7.1,Public Transport,18.0,1.0
2932,29.0,,,4,,1.0,,,,5.0
1122,30.0,Mid,Operations,1,2.0,2.0,9.7,Car,10.0,5.0
222,44.0,Senior,Finance,1,2.7,3.0,5.2,Walk,1.0,5.0
618,34.0,Mid,IT,5,3.2,2.0,6.9,Car,12.0,3.0
1865,39.0,Mid,Marketing,5,2.1,1.0,5.7,Car,22.0,4.0
2967,31.0,Senior,Finance,2,0.4,1.0,7.3,Car,11.0,5.0
365,39.0,Mid,Finance,4,1.6,1.0,5.6,Car,23.0,4.0
2502,40.0,Senior,Legal,2,2.0,1.0,7.7,Walk,1.0,4.0
477,38.0,Senior,Finance,2,3.4,1.0,9.1,Car,7.0,4.0
1163,24.0,Junior,Operations,4,3.1,1.0,6.7,Public Transport,19.0,2.0
1744,24.0,Mid,IT,1,3.5,3.0,6.7,Car,22.0,1.0
1378,25.0,Junior,Operations,3,2.4,1.0,7.5,Car,22.0,2.0
64,50.0,Lead,IT,3,2.9,1.0,5.8,Car,16.0,5.0
387,30.0,Mid,Operations,5,0.2,1.0,6.3,Car,11.0,5.0
632,41.0,Senior,Customer Service,1,0.9,2.0,5.3,Public Transport,24.0,3.0
1757,47.0,Mid,IT,3,2.5,1.0,7.1,Public Transport,18.0,5.0
2884,36.0,Senior,Operations,3,2.3,5.0,7.1,Motorbike,7.0,5.0
870,45.0,Mid,Finance,4,2.8,1.0,6.5,Car,24.0,3.0
2241,39.0,Senior,IT,1,0.4,1.0,4.8,Public Transport,11.0,3.0
2531,58.0,Lead,HR,2,3.4,3.0,6.4,Car,13.0,4.0
58,27.0,Junior,Sales,1,1.1,1.0,7.3,Bike,2.0,5.0
63,33.0,Senior,IT,2,1.7,1.0,7.4,Car,7.0,5.0
781,23.0,Intern/Fresher,IT,2,0.8,1.0,8.9,Car,14.0,3.0
937,31.0,Senior,Marketing,4,2.6,1.0,7.1,Public Transport,18.0,5.0
2464,31.0,Senior,Legal,2,2.3,1.0,7.4,Bike,9.0,4.0
